"id","UniProt"
3509,"Q9H0Z9"
3510,"Q14498"
3511,"Q96T37"
3512,"Q15311"
3513,"Q9BX46"
3514,"Q6XE24"
3515,"Q9H2T7"
3516,"Q5T8P6"
3517,"Q9P2N5"
3518,"Q9UBG7"
3519,"Q6ZRY4"
3520,"Q9UKA8"
3521,"Q8NDN9"
3522,"A6NDE4"
3523,"Q96I51"
3524,"P06400"
3525,"A6NED2"
3526,"Q8TAI7"
3527,"P54725"
3528,"P61578"
3529,"P61572"
3530,"P26678"
3531,"O60828"
3532,"O95428"
3533,"Q8WY54"
3534,"Q6NWY9"
3535,"O60809"
3536,"Q5VWM3"
3537,"Q8NCQ7"
3538,"P30041"
3539,"Q8TCU6"
3540,"Q5VXH4"
3541,"Q9NQV5"
3542,"Q96NZ9"
3543,"Q9H4Q3"
3544,"P49642"
3545,"Q9HCU5"
3546,"P49683"
3547,"P28065"
3548,"P28074"
3549,"Q99460"
3550,"P55036"
3551,"A5PKW4"
3552,"O14684"
3553,"Q14914"
3554,"Q8N8N7"
3555,"P01270"
3556,"Q96QR8"
3557,"Q9BQI7"
3558,"Q8NFP0"
3559,"P11498"
3560,"P47914"
3561,"Q3MIT2"
3562,"P62888"
3563,"P07919"
3564,"Q16769"
3565,"P49721"
3566,"Q9P2P1"
3567,"P22059"
3568,"A0A2R8YFL7"
3569,"Q8N2R0"
3570,"Q8TAX0"
3571,"P02818"
3572,"P0C6T2"
3573,"P39656"
3574,"Q9NRP0"
3575,"Q92882"
3576,"P26599"
3577,"Q13635"
3578,"Q5VVQ6"
3579,"O43613"
3580,"Q96DC9"
3581,"P83859"
3582,"P41217"
3583,"Q8WV60"
3584,"Q96EY7"
3585,"Q96G74"
3586,"O00110"
3587,"Q6ISU1"
3588,"Q99489"
3589,"P47712"
3590,"P0C869"
3591,"Q9UNK4"
3592,"Q8IZE3"
3593,"P18509"
3594,"Q96M98"
3595,"Q6VY07"
3596,"Q99487"
3597,"Q13310"
3598,"O75459"
3599,"Q8NCC3"
3600,"P05121"
3601,"Q9P286"
3602,"Q9Y536"
3603,"A0A0B4J2A2"
3604,"F5H284"
3605,"Q9ULE6"
3606,"Q7Z3H0"
3607,"Q9NVV4"
3608,"P51003"
3609,"Q9BZ23"
3610,"Q8N4S7"
3611,"Q96RI0"
3612,"Q9NPB6"
3613,"Q6UY27"
3614,"Q96IZ0"
3615,"Q9Y5G9"
3616,"Q9Y5I1"
3617,"Q9UN75"
3618,"O94913"
3619,"O00231"
3620,"Q8NDX1"
3621,"P23471"
3622,"P48651"
3623,"Q8TB72"
3624,"Q9NZH5"
3625,"Q14671"
3626,"Q06203"
3627,"P46778"
3628,"P22234"
3629,"P30520"
3630,"Q9UJV8"
3631,"P62899"
3632,"Q9NRI6"
3633,"P22695"
3634,"Q32P51"
3635,"Q96B01"
3636,"P62820"
3637,"P20340"
3638,"O75832"
3639,"O00232"
3640,"O43242"
3641,"P49190"
3642,"Q86Y79"
3643,"Q16827"
3644,"Q15256"
3645,"Q9BVG9"
3646,"O95997"
3647,"Q6P5R6"
3648,"Q8N142"
3649,"Q13610"
3650,"Q6DKI7"
3651,"P15151"
3652,"Q8TE99"
3653,"P11216"
3654,"P06737"
3655,"Q9BRQ0"
3656,"P0C881"
3657,"Q92928"
3658,"Q7Z5L2"
3659,"Q9HCM2"
3660,"Q8N490"
3661,"Q8NA58"
3662,"Q8NA72"
3663,"A0A1W2PS18"
3664,"Q8NBT0"
3665,"Q16821"
3666,"P35813"
3667,"P78527"
3668,"P28072"
3669,"P50914"
3670,"P51665"
3671,"Q13308"
3672,"P06454"
3673,"Q9H611"
3674,"Q8WXW3"
3675,"O60331"
3676,"O95397"
3677,"Q9UF11"
3678,"Q96CS7"
3679,"P04808"
3680,"Q6ZR37"
3681,"Q8IVE3"
3682,"Q96KN3"
3683,"A1L4L8"
3684,"Q5JTB6"
3685,"P19174"
3686,"Q5W5W9"
3687,"Q8TBJ4"
3688,"Q96GM1"
3689,"A0PG75"
3690,"Q13401"
3691,"O43808"
3692,"A0A0J9YX94"
3693,"P10266"
3694,"Q9WJR5"
3695,"P63136"
3696,"Q01851"
3697,"P27169"
3698,"Q6PEZ8"
3699,"Q9H2H8"
3700,"P14923"
3701,"Q6P4A8"
3702,"Q96BZ4"
3703,"Q8N7P1"
3704,"O60664"
3705,"Q15149"
3706,"Q86YW0"
3707,"Q13393"
3708,"O14939"
3709,"O14495"
3710,"Q5VZY2"
3711,"Q6T4P5"
3712,"Q9NRY7"
3713,"O75051"
3714,"A4D2B8"
3715,"Q14863"
3716,"Q9QC07"
3717,"Q9NPJ4"
3718,"O75864"
3719,"O43272"
3720,"P04070"
3721,"Q8NHR9"
3722,"Q92620"
3723,"P04280"
3724,"P02810"
3725,"Q13523"
3726,"P11908"
3727,"Q6MZM9"
3728,"P0C7W0"
3729,"Q96HE9"
3730,"Q9NZ81"
3731,"Q9BWN1"
3732,"Q6MZQ0"
3733,"Q8TB68"
3734,"P54821"
3735,"P62333"
3736,"Q7Z5A4"
3737,"Q6ZR98"
3738,"E7EML9"
3739,"Q7RTY3"
3740,"E5RG02"
3741,"A8MTI9"
3742,"P62191"
3743,"A0A1B0GVH4"
3744,"Q2L4Q9"
3745,"Q6PEW0"
3746,"Q99436"
3747,"Q9UNM6"
3748,"Q13882"
3749,"P26045"
3750,"Q86YD1"
3751,"P43378"
3752,"P23467"
3753,"P23468"
3754,"P23470"
3755,"Q16849"
3756,"P53801"
3757,"Q9UMZ3"
3758,"Q13332"
3759,"Q96A99"
3760,"P40967"
3761,"P54278"
3762,"P0CW24"
3763,"Q01860"
3764,"Q96MI6"
3765,"Q96BP3"
3766,"Q96S44"
3767,"Q6P2Q9"
3768,"Q96S07"
3769,"Q8N8Z3"
3770,"P0CG20"
3771,"P79522"
3772,"Q8IV56"
3773,"Q8NF86"
3774,"P17980"
3775,"A6NIE9"
3776,"Q7RTY5"
3777,"P43686"
3778,"Q2NL68"
3779,"Q16651"
3780,"Q86TP1"
3781,"P25786"
3782,"P62913"
3783,"P30050"
3784,"P40306"
3785,"A5LHX3"
3786,"P63132"
3787,"P63135"
3788,"P49335"
3789,"Q9Y253"
3790,"Q96LQ0"
3791,"Q8N3J5"
3792,"Q8WUA2"
3793,"P86496"
3794,"P86481"
3795,"P86479"
3796,"P86480"
3797,"P50897"
3798,"Q5VT98"
3799,"A6NEC2"
3800,"P55786"
3801,"P20618"
3802,"P26373"
3803,"P28062"
3804,"Q8N2U9"
3805,"O15355"
3806,"O75400"
3807,"Q7RTY9"
3808,"O95084"
3809,"Q9BQR3"
3810,"Q86XN7"
3811,"Q86WR7"
3812,"P24158"
3813,"P28066"
3814,"P25788"
3815,"P60900"
3816,"P25789"
3817,"Q13200"
3818,"Q16401"
3819,"Q9NZH4"
3820,"P22102"
3821,"O15067"
3822,"Q5T8A7"
3823,"Q86WC6"
3824,"Q5R3F8"
3825,"P53041"
3826,"P51817"
3827,"Q92786"
3828,"Q3B8N5"
3829,"Q9UMS4"
3830,"O94906"
3831,"B1ATL7"
3832,"A8MZF0"
3833,"Q9NV39"
3834,"Q8WUY3"
3835,"P20472"
3836,"Q9UIG5"
3837,"P25787"
3838,"P40429"
3839,"P14859"
3840,"Q7Z5L7"
3841,"Q9UKI9"
3842,"Q03052"
3843,"P63133"
3844,"Q13522"
3845,"O43586"
3846,"Q8N755"
3847,"A0A0G2JMD5"
3848,"D3DTV9"
3849,"Q9HAZ2"
3850,"O75915"
3851,"O95522"
3852,"Q5SWL7"
3853,"Q5JRX3"
3854,"O60811"
3855,"Q8NAV1"
3856,"Q9NQW5"
3857,"Q9H4Q4"
3858,"O75807"
3859,"P51888"
3860,"Q2TBC4"
3861,"Q8N945"
3862,"O60260"
3863,"Q05209"
3864,"Q12923"
3865,"Q15678"
3866,"Q99952"
3867,"P18031"
3868,"Q4JDL3"
3869,"Q16825"
3870,"Q9H3S7"
3871,"P20962"
3872,"P21246"
3873,"P54829"
3874,"P29350"
3875,"P18433"
3876,"Q12913"
3877,"P28827"
3878,"P49720"
3879,"O00487"
3880,"Q9Y2R2"
3881,"P29074"
3882,"A2A3K4"
3883,"P08575"
3884,"Q8WUK0"
3885,"Q9HD43"
3886,"Q6GMV3"
3887,"O14522"
3888,"P26022"
3889,"Q9UHX1"
3890,"Q15397"
3891,"A0A1B0GWK0"
3892,"Q6NUJ5"
3893,"Q15269"
3894,"Q9BRX8"
3895,"Q7RTV5"
3896,"Q8TCE9"
3897,"Q6ZMI0"
3898,"Q9H7J1"
3899,"O15297"
3900,"Q15835"
3901,"P60673"
3902,"P07737"
3903,"P35080"
3904,"P58294"
3905,"Q99935"
3906,"P27918"
3907,"Q9H606"
3908,"P07225"
3909,"P23942"
3910,"O43172"
3911,"O43395"
3912,"Q96M27"
3913,"Q9ULL5"
3914,"Q8N4B5"
3915,"P85299"
3916,"Q5FWE3"
3917,"Q5T870"
3918,"Q99811"
3919,"Q8N3Z0"
3920,"A4D1T9"
3921,"Q8IYP2"
3922,"P62195"
3923,"P35998"
3924,"A0A1B0GWB2"
3925,"Q2VWP7"
3926,"A6NEY8"
3927,"Q9UIG4"
3928,"O14603"
3929,"O14818"
3930,"P50336"
3931,"Q5SGD2"
3932,"Q9NRI7"
3933,"Q6ZSY5"
3934,"Q9BXM0"
3935,"O60831"
3936,"P30044"
3937,"Q9NQX1"
3938,"Q5VTL8"
3939,"Q06830"
3940,"Q5SWA1"
3941,"P30048"
3942,"Q96MT3"
3943,"O43900"
3944,"P01236"
3945,"P04156"
3946,"P04554"
3947,"Q9NNZ6"
3948,"O75569"
3949,"O43930"
3950,"Q9HC23"
3951,"Q16378"
3952,"O43490"
3953,"Q8N271"
3954,"O75360"
3955,"P22891"
3956,"P27635"
3957,"Q8WWY3"
3958,"O60508"
3959,"Q99633"
3960,"Q86UA1"
3961,"P60891"
3962,"Q8IZ63"
3963,"P21108"
3964,"Q53SZ7"
3965,"Q9H6K5"
3966,"P81277"
3967,"Q99946"
3968,"A6NJB7"
3969,"Q7Z6L0"
3970,"C9JH25"
3971,"Q6UWB4"
3972,"P0CW18"
3973,"Q6UWY2"
3974,"A1L453"
3975,"Q9HBY8"
3976,"Q8NDV3"
3977,"P62280"
3978,"O75486"
3979,"Q15022"
3980,"Q7L0J3"
3981,"Q7L1I2"
3982,"A6NEL2"
3983,"Q53LP3"
3984,"P62753"
3985,"Q8N122"
3986,"Q6UDR6"
3987,"O43609"
3988,"Q9BRL6"
3989,"Q8TC36"
3990,"P51687"
3991,"P60866"
3992,"Q9BRV3"
3993,"Q58G82"
3994,"Q96P16"
3995,"P25398"
3996,"P61011"
3997,"Q96SB4"
3998,"P78539"
3999,"Q9UH36"
4000,"Q8IYB3"
4001,"A7MD48"
4002,"Q07955"
4003,"P84103"
4004,"Q13242"
4005,"M5A8F1"
4006,"P23396"
4007,"Q8TD47"
4008,"P62701"
4009,"Q9H5I1"
4010,"A6NJG2"
4011,"P51398"
4012,"Q8IZC4"
4013,"P82909"
4014,"Q9BZR6"
4015,"Q13950"
4016,"P62304"
4017,"Q8IVM8"
4018,"Q9H2X9"
4019,"Q8N5S1"
4020,"Q9BXS9"
4021,"Q9NP94"
4022,"Q5M8T2"
4023,"Q9Y2D2"
4024,"Q8N1S5"
4025,"Q6ZT89"
4026,"Q96ER3"
4027,"Q6YBV0"
4028,"Q9UBE0"
4029,"P0DJI9"
4030,"Q9H2J7"
4031,"P18405"
4032,"Q15020"
4033,"Q01826"
4034,"Q8N8I0"
4035,"Q6UWP8"
4036,"O75396"
4037,"A0A286YF77"
4038,"A0A286YF01"
4039,"Q6KCM7"
4040,"Q9BV35"
4041,"Q6UWF3"
4042,"Q9UN30"
4043,"Q8IWT1"
4044,"Q8NFU7"
4045,"Q96I15"
4046,"Q96A09"
4047,"Q9UJQ7"
4048,"Q9GZW5"
4049,"Q12765"
4050,"Q8IYF3"
4051,"Q8WTV0"
4052,"P82932"
4053,"P82930"
4054,"Q9BWD3"
4055,"P08579"
4056,"P09234"
4057,"Q66K80"
4058,"Q8IZ73"
4059,"Q13761"
4060,"Q9UIY3"
4061,"P21817"
4062,"Q9UDX4"
4063,"P31151"
4064,"Q86SG5"
4065,"Q5SY68"
4066,"O15244"
4067,"Q16348"
4068,"Q8TBP6"
4069,"Q8IZD6"
4070,"Q96CQ1"
4071,"Q9Y2C5"
4072,"Q7Z769"
4073,"Q14542"
4074,"Q9BZD2"
4075,"Q4U2R8"
4076,"P80511"
4077,"Q9H1N7"
4078,"Q8N4F4"
4079,"P23297"
4080,"Q96KT7"
4081,"P0C7Q6"
4082,"Q7Z3Q1"
4083,"Q15043"
4084,"Q9NP59"
4085,"O43868"
4086,"Q15424"
4087,"W5XKT8"
4088,"Q96E40"
4089,"Q9UBT2"
4090,"Q9NQ40"
4091,"O43865"
4092,"O94885"
4093,"Q8IVG5"
4094,"Q9UL17"
4095,"A0PJK1"
4096,"Q92791"
4097,"Q9BRL7"
4098,"Q8WVM8"
4099,"Q99590"
4100,"P13521"
4101,"P60468"
4102,"P31641"
4103,"A0A286YEY9"
4104,"A0A286YFB4"
4105,"Q6NUK1"
4106,"Q9BWG6"
4107,"P37088"
4108,"Q6N021"
4109,"P51170"
4110,"Q99250"
4111,"Q96T51"
4112,"P09661"
4113,"Q8NET4"
4114,"Q9BYN8"
4115,"Q9BVN2"
4116,"Q96S37"
4117,"Q6PIV7"
4118,"Q8N697"
4119,"O43511"
4120,"P58743"
4121,"Q96H78"
4122,"A6NK97"
4123,"Q96QD8"
4124,"Q9Y666"
4125,"Q969S0"
4126,"Q9BZW2"
4127,"Q9Y6Y8"
4128,"Q6UXD7"
4129,"O00337"
4130,"Q8TCU3"
4131,"Q8TBB6"
4132,"Q495M3"
4133,"Q9NTJ5"
4134,"Q9Y6M7"
4135,"Q9NR31"
4136,"Q9Y467"
4137,"Q9UJQ4"
4138,"P17900"
4139,"Q9BYL1"
4140,"Q9NQZ2"
4141,"Q9Y3Z3"
4142,"P07602"
4143,"Q9Y2G9"
4144,"Q15436"
4145,"Q13228"
4146,"P82921"
4147,"Q86VV8"
4148,"Q96C34"
4149,"Q9H714"
4150,"Q9Y265"
4151,"Q9H446"
4152,"Q9Y3V2"
4153,"P29034"
4154,"P33764"
4155,"Q9Y2B1"
4156,"O43304"
4157,"B5MCN3"
4158,"Q63ZE4"
4159,"Q15413"
4160,"P31949"
4161,"Q8IY50"
4162,"Q96DW6"
4163,"Q9NUL5"
4164,"P25815"
4165,"Q5VYP0"
4166,"A0AV02"
4167,"Q8WUX1"
4168,"Q6ZUB0"
4169,"O14975"
4170,"Q6PIS1"
4171,"A6NNN8"
4172,"Q8TF17"
4173,"Q9Y2P5"
4174,"Q6U841"
4175,"Q504Y0"
4176,"Q08AI6"
4177,"P61619"
4178,"Q9H4B7"
4179,"Q9BY07"
4180,"Q8TDM5"
4181,"Q9Y2H2"
4182,"P35542"
4183,"Q9NXZ1"
4184,"O43435"
4185,"Q8N6K7"
4186,"Q8IZD0"
4187,"Q658L1"
4188,"Q8N695"
4189,"P14678"
4190,"Q9NP92"
4191,"Q9BQC6"
4192,"Q96NL0"
4193,"Q8N2Y8"
4194,"Q6P087"
4195,"Q96CM3"
4196,"Q8N103"
4197,"O75751"
4198,"Q9Y2V3"
4199,"Q9H228"
4200,"P04271"
4201,"Q9Y694"
4202,"Q9ULF5"
4203,"Q6Q0C1"
4204,"Q695T7"
4205,"Q9H1U9"
4206,"Q9Y2P4"
4207,"Q3SY17"
4208,"Q86WA9"
4209,"Q9H2B4"
4210,"P48066"
4211,"P48065"
4212,"Q9NWF4"
4213,"A6NKF1"
4214,"P23526"
4215,"Q96BY9"
4216,"Q9Y6B6"
4217,"Q2MKA7"
4218,"Q9BXY4"
4219,"P82912"
4220,"Q16594"
4221,"Q6NW29"
4222,"Q9HBX9"
4223,"Q8WXD0"
4224,"Q6NT16"
4225,"Q92503"
4226,"O15245"
4227,"Q92736"
4228,"Q96BU1"
4229,"Q9Y226"
4230,"P48443"
4231,"A6NIM6"
4232,"Q86VD7"
4233,"Q8WUT9"
4234,"A4IF30"
4235,"Q99624"
4236,"Q9NQQ7"
4237,"Q9NVC3"
4238,"Q13183"
4239,"Q8TE82"
4240,"Q96N87"
4241,"Q96G79"
4242,"Q9NP91"
4243,"Q8NG04"
4244,"Q8IVJ1"
4245,"Q9H2H9"
4246,"P82673"
4247,"Q6ICC9"
4248,"Q16799"
4249,"P08621"
4250,"Q01196"
4251,"Q5QGT7"
4252,"O95136"
4253,"Q96BI1"
4254,"O95977"
4255,"Q8N357"
4256,"Q13433"
4257,"Q5VVP1"
4258,"Q8IWB4"
4259,"Q76EJ3"
4260,"Q9NUM3"
4261,"Q96AG3"
4262,"Q8N1H7"
4263,"Q9Y2W3"
4264,"Q8IXA5"
4265,"Q96JT2"
4266,"P0DJI8"
4267,"Q14151"
4268,"Q9GZN6"
4269,"Q9H1V8"
4270,"Q9H633"
4271,"P62244"
4272,"Q9BXG8"
4273,"O15042"
4274,"P11831"
4275,"O75044"
4276,"P37108"
4277,"P09132"
4278,"P62269"
4279,"O76094"
4280,"P78362"
4281,"Q9UPE1"
4282,"Q9Y5M8"
4283,"O60687"
4284,"Q9UQ35"
4285,"Q9BXP5"
4286,"Q9GZT4"
4287,"O75494"
4288,"Q05519"
4289,"Q9C004"
4290,"Q9Y6N5"
4291,"Q9HD15"
4292,"Q12772"
4293,"Q14247"
4294,"Q86TD4"
4295,"Q8WXA9"
4296,"P08708"
4297,"P0DMP2"
4298,"P0DJJ0"
4299,"Q9UGK8"
4300,"P10124"
4301,"O43295"
4302,"P49458"
4303,"Q8WXF0"
4304,"Q01130"
4305,"Q9BUL9"
4306,"Q8N4K4"
4307,"O95347"
4308,"A6NHR9"
4309,"Q96FB5"
4310,"Q14684"
4311,"Q5JTZ9"
4312,"Q6XPR3"
4313,"Q13501"
4314,"Q08170"
4315,"Q16629"
4316,"P46782"
4317,"Q5T5J6"
4318,"P62241"
4319,"Q8WWL2"
4320,"O43278"
4321,"O43291"
4322,"P49223"
4323,"Q8IYB8"
4324,"Q2M3V2"
4325,"Q1ZZU3"
4326,"Q9UH65"
4327,"P62081"
4328,"Q92737"
4329,"Q5TD94"
4330,"Q08AE8"
4331,"P22090"
4332,"O43463"
4333,"Q6NVH7"
4334,"Q9HA92"
4335,"Q96S79"
4336,"O75818"
4337,"Q8WXG1"
4338,"Q96IZ7"
4339,"Q9NVS2"
4340,"P82933"
4341,"O00141"
4342,"Q96BR1"
4343,"O00411"
4344,"Q9Y657"
4345,"Q5JUX0"
4346,"P62841"
4347,"Q9Y6N7"
4348,"P61218"
4349,"O15514"
4350,"Q2QD12"
4351,"Q96KN7"
4352,"Q8TA86"
4353,"Q9P1U0"
4354,"P62277"
4355,"Q14690"
4356,"Q9NSQ0"
4357,"P46779"
4358,"Q9Y3U8"
4359,"O95059"
4360,"Q5VT52"
4361,"Q9NS64"
4362,"Q9UQE7"
4363,"O43597"
4364,"Q9UHB9"
4365,"P08240"
4366,"A6NNA2"
4367,"B3KS81"
4368,"P39019"
4369,"Q13243"
4370,"Q13247"
4371,"P62266"
4372,"Q7L523"
4373,"Q9NQL2"
4374,"Q07020"
4375,"P18077"
4376,"Q969Q0"
4377,"P61927"
4378,"P63173"
4379,"P62891"
4380,"P62945"
4381,"O14730"
4382,"Q96K30"
4383,"A6NKH3"
4384,"Q96EH5"
4385,"Q5VZM2"
4386,"Q9P2E9"
4387,"Q02543"
4388,"P46783"
4389,"P83881"
4390,"P62263"
4391,"Q96JX3"
4392,"P23327"
4393,"Q96GP6"
4394,"Q14162"
4395,"Q8NEF9"
4396,"Q7Z6B7"
4397,"Q9H3Y6"
4398,"P62829"
4399,"P61254"
4400,"P46776"
4401,"P61247"
4402,"P49207"
4403,"P61353"
4404,"P62861"
4405,"P39023"
4406,"P36578"
4407,"P62424"
4408,"Q86X10"
4409,"P84098"
4410,"P35268"
4411,"P62750"
4412,"Q9UNX3"
4413,"O43610"
4414,"Q8N9Q2"
4415,"P62249"
4416,"Q9BX66"
4417,"O94875"
4418,"Q6ZRS2"
4419,"Q9C0H9"
4420,"A1L4H1"
4421,"Q4G0T1"
4422,"P12931"
4423,"Q9NRX2"
4424,"Q96K19"
4425,"Q9Y6U7"
4426,"Q9H9V4"
4427,"Q96C74"
4428,"Q01973"
4429,"O15318"
4430,"P05423"
4431,"Q96EU6"
4432,"Q02878"
4433,"P07998"
4434,"Q8N5N7"
4435,"Q96LT9"
4436,"Q8TAA1"
4437,"P09651"
4438,"O95602"
4439,"O75116"
4440,"P52434"
4441,"Q9H9Y6"
4442,"Q9H1D9"
4443,"Q9H7B2"
4444,"Q9Y2Y1"
4445,"Q92565"
4446,"O14802"
4447,"Q16518"
4448,"P04844"
4449,"Q9H9Y2"
4450,"Q9NWS8"
4451,"Q9ULK6"
4452,"Q9NRR4"
4453,"Q96A37"
4454,"Q99942"
4455,"Q9Y225"
4456,"Q6P5S7"
4457,"Q5GAN6"
4458,"Q15287"
4459,"P60602"
4460,"Q8IWN7"
4461,"P53803"
4462,"O15446"
4463,"P30876"
4464,"O75575"
4465,"Q6ZSG1"
4466,"O43567"
4467,"Q9H777"
4468,"Q99729"
4469,"Q9NW08"
4470,"P62875"
4471,"Q63HN8"
4472,"Q8NC42"
4473,"Q8TC41"
4474,"Q5TA31"
4475,"Q96PX1"
4476,"Q68DV7"
4477,"Q7L0R7"
4478,"O60930"
4479,"Q5TBB1"
4480,"Q5GAN4"
4481,"Q9BZX4"
4482,"Q13905"
4483,"P36954"
4484,"Q96AT9"
4485,"Q96A35"
4486,"Q6ZRF8"
4487,"Q9Y508"
4488,"Q8N4F7"
4489,"Q86VV4"
4490,"E7ERA6"
4491,"Q8TEB7"
4492,"Q9H6Y7"
4493,"P78317"
4494,"Q5GAN3"
4495,"P10155"
4496,"Q5T653"
4497,"Q4U2R6"
4498,"Q9UHA3"
4499,"Q8N983"
4500,"Q9NWU5"
4501,"Q8TCC3"
4502,"Q9BRJ2"
4503,"Q9H2W6"
4504,"Q7Z7F7"
4505,"Q96DM3"
4506,"Q9NQ50"
4507,"Q9H1E1"
4508,"Q9NWF9"
4509,"Q2KHN1"
4510,"Q9NV58"
4511,"Q8WU17"
4512,"O94941"
4513,"P0C263"
4514,"Q8TDP1"
4515,"Q9HAU8"
4516,"P51449"
4517,"Q13129"
4518,"P12271"
4519,"Q9BQ48"
4520,"Q9P0M9"
4521,"Q05823"
4522,"Q8NCN4"
4523,"O76064"
4524,"Q9BQ52"
4525,"Q96MS0"
4526,"P24928"
4527,"P51991"
4528,"Q9H0X6"
4529,"Q52WX2"
4530,"Q9Y3C5"
4531,"Q9NVW2"
4532,"O75792"
4533,"Q03395"
4534,"Q04912"
4535,"Q01974"
4536,"Q9HAT0"
4537,"Q56A73"
4538,"P49588"
4539,"Q5VWQ0"
4540,"Q9Y2R5"
4541,"Q92665"
4542,"Q96A49"
4543,"Q6PCB5"
4544,"Q6T310"
4545,"Q9H1X1"
4546,"Q2I0M5"
4547,"Q9Y3D3"
4548,"O00442"
4549,"O60783"
4550,"Q9BST9"
4551,"Q96DX8"
4552,"P62306"
4553,"A8MWD9"
4554,"P34925"
4555,"P26447"
4556,"Q13621"
4557,"Q9BSK2"
4558,"Q9HAS3"
4559,"P82675"
4560,"P82914"
4561,"Q8N8U3"
4562,"Q17RB0"
4563,"Q9BSG5"
4564,"Q9UJJ7"
4565,"Q9Y2Q9"
4566,"Q92541"
4567,"P62308"
4568,"Q96FQ6"
4569,"Q8N1F8"
4570,"P46059"
4571,"P28702"
4572,"P50443"
4573,"Q99808"
4574,"Q8WUG5"
4575,"Q9NY26"
4576,"Q8N488"
4577,"Q6T423"
4578,"Q6ZMH5"
4579,"Q8WXG8"
4580,"Q5VU36"
4581,"Q9UHI7"
4582,"Q9UGH3"
4583,"Q7Z2H8"
4584,"Q9H0K4"
4585,"Q8WYR4"
4586,"Q96DX4"
4587,"P08865"
4588,"Q5HYW3"
4589,"Q7L099"
4590,"Q9NZ71"
4591,"Q9BY42"
4592,"Q9Y230"
4593,"Q86YT5"
4594,"Q08357"
4595,"P06703"
4596,"Q9BZV2"
4597,"Q9UP95"
4598,"P46781"
4599,"P82664"
4600,"P57060"
4601,"Q96T23"
4602,"Q86UC2"
4603,"Q6UXX9"
4604,"Q15046"
4605,"Q96EL2"
4606,"Q15404"
4607,"Q9Y3D5"
4608,"A6NKG5"
4609,"Q8WXA3"
4610,"Q9NQC3"
4611,"Q59EK9"
4612,"O15235"
4613,"Q6ZR62"
4614,"Q96GQ5"
4615,"Q92552"
4616,"Q9Y3I0"
4617,"P59025"
4618,"Q9UHP6"
4619,"Q9Y2R9"
4620,"Q14D33"
4621,"P82650"
4622,"P82663"
4623,"O75298"
4624,"Q92681"
4625,"Q9BPW5"
4626,"P63162"
4627,"Q9Y399"
4628,"Q7L4I2"
4629,"Q9BUV0"
4630,"Q9Y676"
4631,"Q9Y291"
4632,"Q8WWV3"
4633,"Q9Y224"
4634,"A6ZKI3"
4635,"Q92622"
4636,"Q9BQQ7"
4637,"Q9HCK4"
4638,"P56715"
4639,"P22626"
4640,"P62487"
4641,"Q9UNE2"
4642,"Q3B726"
4643,"P21549"
4644,"Q96LZ7"
4645,"Q96GC5"
4646,"Q6ZMZ0"
4647,"Q96EP0"
4648,"Q969K3"
4649,"O00584"
4650,"P62987"
4651,"Q9Y3B7"
4652,"Q9H0U6"
4653,"P09001"
4654,"Q9BYD1"
4655,"O75394"
4656,"Q9BYC9"
4657,"Q9H871"
4658,"Q96G75"
4659,"Q9BZE1"
4660,"Q16540"
4661,"Q8WVD5"
4662,"Q13405"
4663,"O60518"
4664,"Q8WVZ7"
4665,"Q2M238"
4666,"A6NIE6"
4667,"Q9BY78"
4668,"Q9H0A6"
4669,"Q9H0F5"
4670,"Q8N5U6"
4671,"P0C264"
4672,"Q9UBS8"
4673,"Q9BXT8"
4674,"Q5VYX0"
4675,"Q9BYD6"
4676,"Q9BYD2"
4677,"Q7Z2W9"
4678,"Q9NX20"
4679,"Q9H9A7"
4680,"Q96MT1"
4681,"Q9ULX5"
4682,"Q8N7C7"
4683,"Q9P0P0"
4684,"P60153"
4685,"Q5W0B1"
4686,"Q5VTB9"
4687,"Q9BV68"
4688,"Q92730"
4689,"Q9H2S5"
4690,"Q96EX2"
4691,"P05386"
4692,"Q8NHW5"
4693,"Q96DB5"
4694,"Q8N6D2"
4695,"Q96E39"
4696,"A6NCQ9"
4697,"Q96GF1"
4698,"A6NIN4"
4699,"O94763"
4700,"Q8WVD3"
4701,"Q8IYW5"
4702,"Q9Y3A5"
4703,"Q5M7Z0"
4704,"Q9Y252"
4705,"Q7Z7H8"
4706,"Q86TS9"
4707,"Q6P161"
4708,"Q9HD33"
4709,"Q96DV4"
4710,"Q9NTX7"
4711,"P10153"
4712,"Q96EQ8"
4713,"P0DH78"
4714,"P52198"
4715,"P32969"
4716,"Q9Y6G3"
4717,"Q96TC7"
4718,"Q9H9J2"
4719,"Q9P0J6"
4720,"P34096"
4721,"Q495C1"
4722,"Q9NXI6"
4723,"Q8IUD6"
4724,"Q96BH1"
4725,"P61587"
4726,"Q9H4P4"
4727,"P05387"
4728,"Q9BYD3"
4729,"Q13084"
4730,"Q96EL3"
4731,"Q96E14"
4732,"Q6ZNA4"
4733,"Q86T96"
4734,"Q8TDE3"
4735,"Q5XPI4"
4736,"P18124"
4737,"P62917"
4738,"P52815"
4739,"P49406"
4740,"Q6P1L8"
4741,"Q8IXM3"
4742,"Q9P015"
4743,"Q9NZE8"
4744,"Q9BYC8"
4745,"P05388"
4746,"Q93091"
4747,"Q8ND24"
4748,"Q9H920"
4749,"O75526"
4750,"Q8N8N0"
