"id","UniProt"
10342,"O14559"
10343,"Q9HBH0"
10344,"P84095"
10345,"Q8NHV9"
10346,"Q9BQY4"
10347,"Q8N443"
10348,"P52758"
10349,"Q5UIP0"
10350,"O95153"
10351,"Q9UQ26"
10352,"Q6ZS17"
10353,"Q8WYP3"
10354,"Q6NUQ1"
10355,"Q9HB40"
10356,"Q06141"
10357,"Q6BDI9"
10358,"Q00765"
10359,"Q96HR9"
10360,"Q04864"
10361,"O75787"
10362,"Q9HD89"
10363,"Q6WKZ4"
10364,"Q7L804"
10365,"P47804"
10366,"O14924"
10367,"A6NJZ7"
10368,"Q86UR5"
10369,"Q9UFD9"
10370,"Q13671"
10371,"Q9Y572"
10372,"O76021"
10373,"O14683"
10374,"P53816"
10375,"Q9UP65"
10376,"Q8TE04"
10377,"Q6TCH7"
10378,"O00254"
10379,"Q9BUH6"
10380,"P23759"
10381,"Q9Y5G0"
10382,"Q9Y5F9"
10383,"Q9Y5F8"
10384,"A6NGG8"
10385,"Q9Y5I4"
10386,"Q9Y5H4"
10387,"P40424"
10388,"Q4G0U5"
10389,"Q96QU1"
10390,"P48539"
10391,"O60658"
10392,"Q13258"
10393,"P07237"
10394,"Q8N165"
10395,"O75340"
10396,"Q14554"
10397,"Q15084"
10398,"Q16654"
10399,"Q13946"
10400,"Q9BRP1"
10401,"Q9Y233"
10402,"Q08499"
10403,"Q13951"
10404,"Q3YEC7"
10405,"Q9UBV8"
10406,"P63000"
10407,"P22079"
10408,"O00541"
10409,"Q92968"
10410,"Q92698"
10411,"Q13608"
10412,"P10720"
10413,"Q9NQP4"
10414,"Q9BZM1"
10415,"Q8N0Y7"
10416,"O15173"
10417,"Q8IZ21"
10418,"Q9H814"
10419,"Q6ZVK8"
10420,"P53384"
10421,"O60356"
10422,"Q9GZU5"
10423,"Q86YP4"
10424,"Q8WXI9"
10425,"P0CB38"
10426,"Q5R387"
10427,"Q9ULC6"
10428,"Q9UKS6"
10429,"Q8N7B6"
10430,"P41586"
10431,"Q9UM07"
10432,"Q5JUK9"
10433,"O60829"
10434,"O43252"
10435,"Q9NXK6"
10436,"Q6TCH4"
10437,"Q9HBE1"
10438,"Q9NWS1"
10439,"P26367"
10440,"Q9Y5I2"
10441,"Q9Y5G8"
10442,"Q9Y5E7"
10443,"P49023"
10444,"Q8N3A8"
10445,"P23760"
10446,"Q6ZW49"
10447,"Q9HCL0"
10448,"Q9GZY1"
10449,"Q5JVF3"
10450,"P35227"
10451,"Q9Y5H0"
10452,"Q9NPG4"
10453,"Q9H6A9"
10454,"Q8WUM4"
10455,"Q9BQ51"
10456,"Q6L8Q7"
10457,"Q16342"
10458,"Q9BY77"
10459,"O76083"
10460,"Q8N8D1"
10461,"Q14432"
10462,"Q9H2J4"
10463,"Q08493"
10464,"P29373"
10465,"P55895"
10466,"Q6P3X8"
10467,"Q8N414"
10468,"P98160"
10469,"Q92781"
10470,"P35408"
10471,"O60437"
10472,"Q9UHJ9"
10473,"P16112"
10474,"Q96HS1"
10475,"P09619"
10476,"P11234"
10477,"Q32M88"
10478,"P07205"
10479,"P23219"
10480,"O60896"
10481,"A6NDG6"
10482,"Q15124"
10483,"P78364"
10484,"P80108"
10485,"Q6ZVD8"
10486,"Q13371"
10487,"Q5XG87"
10488,"P25116"
10489,"Q13219"
10490,"Q9NVE7"
10491,"Q86WK9"
10492,"Q86TB9"
10493,"Q53GL7"
10494,"Q9BYG5"
10495,"Q9UKK3"
10496,"P0C8F1"
10497,"Q9NVD7"
10498,"O95453"
10499,"E2RYF7"
10500,"Q9Y5E1"
10501,"Q96NT5"
10502,"Q9Y5I3"
10503,"Q9Y5I0"
10504,"P42785"
10505,"Q92824"
10506,"O95263"
10507,"Q6P996"
10508,"Q9Y6F1"
10509,"Q9Y5H6"
10510,"Q9HC56"
10511,"Q9Y5E3"
10512,"Q15645"
10513,"P29122"
10514,"Q9Y5Y4"
10515,"O76074"
10516,"P16499"
10517,"P30101"
10518,"O14737"
10519,"Q15118"
10520,"O43924"
10521,"Q15120"
10522,"Q9NRA1"
10523,"Q9GZP0"
10524,"O00151"
10525,"Q96JY6"
10526,"Q53GG5"
10527,"P01213"
10528,"P34995"
10529,"Q9H1Q7"
10530,"Q8IZL8"
10531,"P0DJD7"
10532,"Q96GW7"
10533,"Q96JS3"
10534,"Q96DM1"
10535,"P05166"
10536,"O60330"
10537,"Q15116"
10538,"Q13370"
10539,"P04085"
10540,"P27815"
10541,"Q07343"
10542,"P01127"
10543,"A8MUH7"
10544,"Q15121"
10545,"Q9H792"
10546,"Q9GZU2"
10547,"Q96FA3"
10548,"P56645"
10549,"Q96FX8"
10550,"P61758"
10551,"O00628"
10552,"P07585"
10553,"Q8N6C7"
10554,"Q8NBL1"
10555,"Q6P474"
10556,"Q9NZ53"
10557,"P15153"
10558,"P07202"
10559,"P63244"
10560,"Q9NS91"
10561,"O60671"
10562,"O60216"
10563,"O60683"
10564,"Q9Y5Y5"
10565,"O00623"
10566,"P43088"
10567,"Q9UHV9"
10568,"Q99638"
10569,"P15259"
10570,"Q8NG50"
10571,"Q96KR7"
10572,"Q8TEZ7"
10573,"Q86W56"
10574,"Q8IXQ6"
10575,"Q9BVG4"
10576,"Q9Y5F6"
10577,"Q9Y5E8"
10578,"Q8NF37"
10579,"Q96TA0"
10580,"Q3KNV8"
10581,"P40425"
10582,"Q9P2E7"
10583,"Q16822"
10584,"Q8WW12"
10585,"Q8IXQ8"
10586,"O15534"
10587,"O15212"
10588,"A0A096LP55"
10589,"Q6ZRP7"
10590,"Q5T6V5"
10591,"Q12829"
10592,"Q9NYW8"
10593,"Q02833"
10594,"Q16576"
10595,"Q14088"
10596,"Q96DA2"
10597,"Q9H2M9"
10598,"Q04671"
10599,"O15541"
10600,"Q6IQ22"
10601,"Q8TBN0"
10602,"Q9ULC3"
10603,"P50876"
10604,"Q13636"
10605,"Q9BZG1"
10606,"Q6ZS82"
10607,"P61006"
10608,"Q92930"
10609,"Q9H0N0"
10610,"O95716"
10611,"Q92878"
10612,"Q14644"
10613,"Q7Z444"
10614,"O14807"
10615,"P10114"
10616,"B7ZAP0"
10617,"Q08999"
10618,"Q96PK6"
10619,"Q9BQ04"
10620,"Q96P65"
10621,"Q08257"
10622,"P51153"
10623,"Q9NSD7"
10624,"P51157"
10625,"P61019"
10626,"Q96AX2"
10627,"Q8WUD1"
10628,"P51148"
10629,"Q9NRW1"
10630,"P20338"
10631,"P61026"
10632,"P35241"
10633,"P20936"
10634,"Q70E73"
10635,"P43487"
10636,"Q86WH2"
10637,"Q8TDY2"
10638,"Q9UBK7"
10639,"P42696"
10640,"Q96IZ5"
10641,"Q9BTD8"
10642,"P52756"
10643,"Q5T481"
10644,"Q8IUH3"
10645,"Q9UKL0"
10646,"Q8IZ40"
10647,"Q2KHR3"
10648,"P10826"
10649,"Q14964"
10650,"Q5R372"
10651,"Q8WXH6"
10652,"Q9Y3P9"
10653,"Q9NTZ6"
10654,"Q6VN20"
10655,"P38159"
10656,"Q9H1K0"
10657,"Q92804"
10658,"Q9H477"
10659,"P25800"
10660,"P25791"
10661,"Q14206"
10662,"P62877"
10663,"P0DJD3"
10664,"P0DJD4"
10665,"P18754"
10666,"Q9P258"
10667,"Q9BZE2"
10668,"Q6UX71"
10669,"P20742"
10670,"Q9H974"
10671,"Q8N0Z8"
10672,"Q9UPQ7"
10673,"Q9H0J4"
10674,"Q96PU8"
10675,"Q9NXS2"
10676,"Q59GN2"
10677,"Q8TDU9"
10678,"P57735"
10679,"P61018"
10680,"Q09MP3"
10681,"Q6MZT1"
10682,"Q15771"
10683,"P20337"
10684,"Q9Y620"
10685,"Q96QF0"
10686,"P51149"
10687,"Q5JT25"
10688,"Q8N4Z0"
10689,"Q96AH8"
10690,"P78406"
10691,"P24386"
10692,"P26374"
10693,"Q15907"
10694,"Q9NUQ2"
10695,"P09086"
10696,"Q9UQG0"
10697,"Q9BXR3"
10698,"Q8TC44"
10699,"Q9UQK1"
10700,"Q8IXY8"
10701,"O75688"
10702,"P86478"
10703,"Q96KF2"
10704,"Q5VWM6"
10705,"Q86YV5"
10706,"Q13029"
10707,"O60810"
10708,"Q70Z35"
10709,"P78395"
10710,"Q5THK1"
10711,"P32119"
10712,"P13727"
10713,"Q9UBK2"
10714,"Q86XR5"
10715,"O14957"
10716,"Q92901"
10717,"Q13637"
10718,"Q9H0T7"
10719,"A4D1S5"
10720,"O75771"
10721,"Q9H5N1"
10722,"P01112"
10723,"P10276"
10724,"P62826"
10725,"Q9P1G2"
10726,"Q86YV0"
10727,"Q09028"
10728,"P01111"
10729,"Q7Z6E9"
10730,"Q6ZMN7"
10731,"Q9UDW1"
10732,"Q8IZP6"
10733,"O43502"
10734,"O14966"
10735,"Q9ULW5"
10736,"P51151"
10737,"Q53S08"
10738,"Q7Z6P3"
10739,"Q6NSI4"
10740,"Q96JH8"
10741,"Q8IXT5"
10742,"Q8IZ41"
10743,"P62834"
10744,"Q96IS3"
10745,"Q9NYN1"
10746,"P57054"
10747,"Q92535"
10748,"Q99755"
10749,"Q14442"
10750,"P43119"
10751,"P16885"
10752,"P49763"
10753,"Q9NUJ7"
10754,"Q496M5"
10755,"O60240"
10756,"Q9Y342"
10757,"P02776"
10758,"Q04941"
10759,"Q9NRY6"
10760,"Q9NRQ2"
10761,"Q6P1K2"
10762,"Q9Y4D7"
10763,"Q01453"
10764,"P78424"
10765,"Q9NP85"
10766,"O00592"
10767,"P20265"
10768,"Q5JR12"
10769,"Q9UMR5"
10770,"Q9H939"
10771,"P54886"
10772,"Q9BWT3"
10773,"Q9BXP8"
10774,"Q86V24"
10775,"P55085"
10776,"P09874"
10777,"Q8TEW0"
10778,"Q9UGN5"
10779,"C9JE40"
10780,"Q8WXA2"
10781,"Q2NL67"
10782,"Q08174"
10783,"Q9UN72"
10784,"Q7L5N7"
10785,"Q9Y5G6"
10786,"Q9Y5E4"
10787,"P35558"
10788,"Q15154"
10789,"Q96MG8"
10790,"Q6UW60"
10791,"A6NKB5"
10792,"Q9Y5K3"
10793,"Q63HM2"
10794,"Q9NZQ7"
10795,"Q8NBP7"
10796,"Q14123"
10797,"Q13113"
10798,"Q5HYI8"
10799,"P01210"
10800,"Q5VY43"
10801,"Q86TG7"
10802,"Q76G19"
10803,"O60925"
10804,"P40855"
10805,"P15918"
10806,"Q15109"
10807,"Q9H7Z7"
10808,"P35354"
10809,"Q7Z5J4"
10810,"P11233"
10811,"Q86SE5"
10812,"Q9UKM9"
10813,"P61457"
10814,"P29762"
10815,"P0DJD8"
10816,"P20142"
10817,"P12955"
10818,"P05164"
10819,"P14222"
10820,"O75381"
10821,"O43933"
10822,"Q99471"
10823,"Q460N5"
10824,"Q9HBI1"
10825,"P15863"
10826,"Q8IV76"
10827,"P55771"
10828,"Q6UWI2"
10829,"Q9UN67"
10830,"Q9UN71"
10831,"Q9UN70"
10832,"P57721"
10833,"Q9UN74"
10834,"O95206"
10835,"Q9H4Z3"
10836,"Q86SE9"
10837,"Q9Y5G5"
10838,"Q9BYE7"
10839,"Q9Y5H2"
10840,"Q58A44"
10841,"Q9UHG2"
10842,"Q16549"
10843,"Q9BUL8"
10844,"Q15119"
10845,"Q9Y2S7"
10846,"O15018"
10847,"P53609"
10848,"Q5T6S3"
10849,"Q8IXK0"
10850,"Q8NDX5"
10851,"Q9UPV7"
10852,"Q6NSJ2"
10853,"Q9H5I5"
10854,"Q8TCI5"
10855,"Q15735"
10856,"Q8WYR1"
10857,"A0A0B4J2F0"
10858,"Q6IQ23"
10859,"O75364"
10860,"Q9Y446"
10861,"P04090"
10862,"Q16513"
10863,"Q96N28"
10864,"P78562"
10865,"Q6PCE3"
10866,"P35232"
10867,"C9JFL3"
10868,"Q8WV24"
10869,"Q53GA4"
10870,"Q9Y5J5"
10871,"Q8TCT1"
10872,"Q8TCD6"
10873,"Q92508"
10874,"P42356"
10875,"O95427"
10876,"Q9UBF8"
10877,"Q8WWB5"
10878,"Q9Y6X2"
10879,"Q969N2"
10880,"Q7Z7B1"
10881,"Q8TBF5"
10882,"A6NC86"
10883,"Q96J94"
10884,"Q00169"
10885,"Q7Z3Z3"
10886,"Q7Z3Z4"
10887,"Q9UKF7"
10888,"P08F94"
10889,"Q9H8W4"
10890,"Q8NEB9"
10891,"Q99959"
10892,"A1L390"
10893,"P43115"
10894,"Q8NEN9"
10895,"Q96RR1"
10896,"Q9UJ41"
10897,"Q9HAT8"
10898,"P60763"
10899,"Q5SV97"
10900,"Q96BD5"
10901,"Q96EK2"
10902,"Q96FM1"
10903,"P15428"
10904,"P46060"
10905,"O75452"
10906,"O00264"
10907,"Q96LB9"
10908,"O75151"
10909,"Q8IYJ0"
10910,"B3GLJ2"
10911,"Q8N5Y8"
10912,"Q7Z3E1"
10913,"Q99497"
10914,"Q02962"
10915,"Q86U86"
10916,"Q9UN73"
10917,"Q9H158"
10918,"Q9Y5H5"
10919,"P05165"
10920,"Q9Y5E6"
10921,"Q9BZA7"
10922,"Q9Y5G2"
10923,"Q9Y5G1"
10924,"Q96JQ0"
10925,"Q7Z2X4"
10926,"P12004"
10927,"Q9NV79"
10928,"Q9BZA8"
10929,"Q15113"
10930,"P54750"
10931,"P35913"
10932,"P51160"
10933,"O00408"
10934,"Q8N807"
10935,"O00764"
10936,"Q9BY49"
10937,"P36955"
10938,"Q6ZS72"
10939,"Q9UBM1"
10940,"Q8NDH3"
10941,"Q6J4K2"
10942,"Q96M43"
10943,"Q86XG9"
10944,"Q9HCH0"
10945,"Q9HCD5"
10946,"P15531"
10947,"Q9ULP0"
10948,"O75438"
10949,"O00483"
10950,"P17568"
10951,"Q16718"
10952,"Q9H3R1"
10953,"Q9NX14"
10954,"P17677"
10955,"Q5QGS0"
10956,"P08473"
10957,"O76050"
10958,"Q9UJF2"
10959,"Q96E22"
10960,"Q9NPG2"
10961,"P29371"
10962,"I0J062"
10963,"Q8NDF8"
10964,"Q96RD6"
10965,"Q96A54"
10966,"Q9H0J9"
10967,"O14917"
10968,"Q15366"
10969,"Q9Y5F7"
10970,"P57723"
10971,"Q9NRJ7"
10972,"Q9Y5H7"
10973,"P40426"
10974,"Q9BYU1"
10975,"Q9Y6V0"
10976,"Q8IVA1"
10977,"Q9UHG3"
10978,"P49585"
10979,"Q99447"
10980,"Q9NP56"
10981,"Q01064"
10982,"Q13087"
10983,"Q53EL6"
10984,"P13667"
10985,"Q8N4E4"
10986,"Q6UW15"
10987,"Q9UGC7"
10988,"P27694"
10989,"Q8IZJ4"
10990,"O00287"
10991,"P0DJD0"
10992,"A6NLU0"
10993,"Q13972"
10994,"Q14CB8"
10995,"Q9Y3P4"
10996,"Q02161"
10997,"Q9P227"
10998,"Q6ZUM4"
10999,"Q9UBD6"
11000,"Q9ULI2"
11001,"Q9UL26"
11002,"Q99969"
11003,"P62491"
11004,"A6NK89"
11005,"O75884"
11006,"Q8IZV5"
11007,"P61576"
11008,"Q6NUK4"
11009,"Q8IUW5"
11010,"Q9BZI7"
11011,"Q96B86"
11012,"Q6PCD5"
11013,"Q9H0H5"
11014,"O43353"
11015,"Q92963"
11016,"Q69383"
11017,"P0DJH9"
11018,"P05451"
11019,"Q13123"
11020,"Q9H6H4"
11021,"Q6NUM9"
11022,"Q9NWB1"
11023,"Q8WZ73"
11024,"P49802"
11025,"Q86YS3"
11026,"P22670"
11027,"P35243"
11028,"O60673"
11029,"P0C7P2"
11030,"Q6ZTI6"
11031,"P35249"
11032,"P35251"
11033,"Q52LD8"
11034,"F8VTS6"
11035,"Q86X27"
11036,"O94810"
11037,"O15492"
11038,"Q9BWJ2"
11039,"Q68EM7"
11040,"Q8N392"
11041,"Q9H310"
11042,"Q9UNA1"
11043,"Q2M1Z3"
11044,"A7KAX9"
11045,"Q9H4K1"
11046,"P46063"
11047,"O75570"
11048,"Q9GZR2"
11049,"P48382"
11050,"Q9H4X1"
11051,"Q8N9B8"
11052,"Q9NS28"
11053,"P49795"
11054,"Q5JS13"
11055,"O76081"
11056,"P49796"
11057,"Q9NX52"
11058,"Q9P2F6"
11059,"Q15382"
11060,"Q9C0H5"
11061,"Q52LW3"
11062,"Q9BRR9"
11063,"A1A4S6"
11064,"Q9NRY4"
11065,"P08134"
11066,"O00212"
11067,"Q15669"
11068,"Q9H4E5"
11069,"P17081"
11070,"Q14699"
11071,"P40937"
11072,"Q0VAM2"
11073,"Q2PPJ7"
11074,"Q99666"
11075,"Q08116"
11076,"Q92546"
11077,"P48380"
11078,"P49758"
11079,"P58872"
11080,"Q8N264"
11081,"Q5TG30"
11082,"P98171"
11083,"Q5EBL4"
11084,"Q6ZV50"
11085,"O14593"
11086,"O75154"
11087,"P57771"
11088,"Q15493"
11089,"O14827"
11090,"Q6PJF5"
11091,"P42331"
11092,"Q8IUC4"
11093,"Q96NA2"
11094,"Q8IUF8"
11095,"Q13546"
11096,"P13489"
11097,"Q96NR8"
11098,"Q9HBH5"
11099,"P54727"
11100,"O94762"
11101,"Q8IYK8"
11102,"Q9BQ08"
11103,"Q96IC2"
11104,"P35250"
11105,"Q8N5W9"
11106,"Q9UGC6"
11107,"P0DJD1"
11108,"P41220"
11109,"P48378"
11110,"P49798"
11111,"Q96D21"
11112,"Q7L0Q8"
11113,"Q9P2N2"
11114,"Q7Z6I6"
11115,"Q9NS39"
11116,"Q8NFH8"
11117,"Q8N1G1"
11118,"Q3MIN7"
11119,"O75678"
11120,"O75679"
11121,"O14715"
11122,"Q9BXF6"
11123,"O75916"
11124,"Q2M5E4"
11125,"Q6NW40"
11126,"O15539"
11127,"P0C7M4"
11128,"Q96QB1"
11129,"Q8IWW6"
11130,"Q6R327"
11131,"Q8IY67"
11132,"Q96S59"
11133,"Q15291"
11134,"P61225"
11135,"Q9P2K3"
11136,"Q14257"
11137,"Q9H6L5"
11138,"Q33E94"
11139,"Q9NZL6"
11140,"O43251"
11141,"Q6GYQ0"
11142,"A6NKT7"
11143,"Q7Z3J3"
11144,"O75783"
11145,"Q02094"
11146,"Q8TEB9"
11147,"Q6NTF9"
11148,"Q9BYZ6"
11149,"Q8TB24"
11150,"Q06587"
11151,"Q5TAB7"
11152,"Q9H426"
11153,"Q7LG56"
11154,"Q96MK2"
11155,"P57078"
11156,"Q99578"
11157,"P61313"
11158,"P63220"
11159,"P62847"
11160,"P62851"
11161,"Q5JNZ5"
11162,"P62854"
11163,"P62979"
11164,"Q71UM5"
11165,"P42677"
11166,"P62857"
11167,"P62273"
11168,"P15880"
11169,"O15034"
11170,"Q9H6W3"
11171,"Q9UJD0"
11172,"Q99496"
11173,"P31350"
11174,"P62910"
11175,"P61513"
11176,"Q8IVT5"
11177,"Q6VAB6"
11178,"Q9H079"
11179,"P60985"
11180,"Q8TD10"
11181,"Q8TDR0"
11182,"Q8IXI2"
11183,"Q8IVT2"
11184,"P03971"
11185,"O75030"
11186,"Q16659"
11187,"Q96EK9"
11188,"Q9BYG3"
11189,"Q9NPJ1"
11190,"A6NM11"
11191,"O60309"
11192,"Q16719"
11193,"P24043"
11194,"Q9Y5R2"
11195,"P00709"
11196,"Q8N3Y3"
11197,"O60341"
11198,"Q8NHM5"
11199,"Q7LBC6"
11200,"O94953"
11201,"Q9H3R0"
11202,"P29375"
11203,"P41229"
11204,"Q9BY66"
11205,"O15550"
11206,"O15054"
11207,"Q6ZMT4"
11208,"Q13976"
11209,"P43627"
11210,"P43628"
11211,"Q8N109"
11212,"Q8NHK3"
11213,"P43631"
11214,"Q14952"
11215,"Q14953"
11216,"P43629"
11217,"P11801"
11218,"Q3SY46"
11219,"Q3LI77"
11220,"Q3LI76"
11221,"Q07627"
11222,"Q6P1M3"
11223,"Q16787"
11224,"O15230"
11225,"P42166"
11226,"Q71F78"
11227,"Q6JVE5"
11228,"Q5T7P2"
11229,"P31025"
11230,"Q5T5B0"
11231,"Q5TA78"
11232,"O43679"
11233,"Q6ZMR3"
11234,"P05162"
11235,"P17931"
11236,"Q8IUC1"
11237,"Q05513"
11238,"Q9BYQ6"
11239,"P26371"
11240,"Q3LI64"
11241,"Q9BYQ3"
11242,"Q3LI63"
11243,"A8MVA2"
11244,"Q9BYR6"
11245,"Q3LI83"
11246,"Q6PEX3"
11247,"Q9BYQ7"
11248,"O00522"
11249,"P14618"
11250,"P30613"
11251,"Q92764"
11252,"Q96MU8"
11253,"P60369"
11254,"P60014"
11255,"P60412"
11256,"Q8N9T8"
11257,"P23443"
11258,"Q8N4C8"
11259,"P01597"
11260,"A0A075B6P5"
11261,"A2NJV5"
11262,"A0A0C4DH55"
11263,"P04433"
11264,"P01624"
11265,"A0A075B6S4"
11266,"Q9HBH9"
11267,"P01602"
11268,"P01614"
11269,"Q99542"
11270,"P03956"
11271,"Q6ISS4"
11272,"Q9NPA2"
11273,"Q6ZV70"
11274,"Q9H306"
11275,"P11279"
11276,"Q71RC2"
11277,"P13473"
11278,"O95835"
11279,"Q14847"
11280,"P09237"
11281,"A0A183"
11282,"Q06136"
11283,"Q16774"
11284,"Q13237"
11285,"Q7Z7F0"
11286,"Q96FN5"
11287,"Q9NQT8"
11288,"Q14943"
11289,"Q2TAC6"
11290,"Q99661"
11291,"Q12756"
11292,"Q8IX03"
11293,"O14782"
11294,"Q14807"
11295,"Q12840"
11296,"Q5T7B8"
11297,"B7ZC32"
11298,"Q6ZMV9"
11299,"Q9HAQ2"
11300,"Q8N4N8"
11301,"O60870"
11302,"Q96AC6"
11303,"Q9UH77"
11304,"Q8IXQ5"
11305,"O43240"
11306,"Q9UBX7"
11307,"Q9UKR0"
11308,"Q13241"
11309,"P49862"
11310,"O15229"
11311,"Q8NG31"
11312,"Q3LI66"
11313,"Q3LI67"
11314,"Q3LI72"
11315,"Q9BYQ4"
11316,"P0C7H8"
11317,"Q9BYR8"
11318,"Q9BYR7"
11319,"Q9BYR5"
11320,"Q9BYR4"
11321,"Q9BYR3"
11322,"Q9BYR2"
11323,"Q9BYR0"
11324,"Q9BYQ8"
11325,"Q5JUW0"
11326,"Q9NPI7"
11327,"Q05655"
11328,"Q13601"
11329,"Q15418"
11330,"O76011"
11331,"Q15349"
11332,"Q14533"
11333,"P43405"
11334,"Q14525"
11335,"P01042"
11336,"Q96QS6"
11337,"Q3LI81"
11338,"Q8IUC0"
11339,"Q6L8G8"
11340,"P05771"
11341,"Q9BYS1"
11342,"Q9BYT5"
11343,"Q3LI54"
11344,"Q3MIV0"
11345,"Q3LHN0"
11346,"Q6ZNG9"
11347,"Q9BZL6"
11348,"P78386"
11349,"O43790"
11350,"Q02156"
11351,"P60370"
11352,"Q8NCW0"
11353,"Q107X0"
11354,"O76009"
11355,"Q9UK32"
11356,"Q96S38"
11357,"Q8NBR6"
11358,"Q9H8M7"
11359,"Q9H081"
11360,"Q96FF7"
11361,"A8MYZ0"
11362,"Q13164"
11363,"P53779"
11364,"P53778"
11365,"O75449"
11366,"Q8TD08"
11367,"A0A0C4DH68"
11368,"P01611"
11369,"A0A0B4J2D9"
11370,"A0A087WSY6"
11371,"P04432"
11372,"Q9ULZ9"
11373,"P45983"
11374,"Q9BVA0"
11375,"Q9NVR5"
11376,"Q9UL63"
11377,"A0A087WSZ0"
11378,"A0A0A0MRZ8"
11379,"Q9BUB5"
11380,"P01619"
11381,"A0A075B6S6"
11382,"P01593"
11383,"A0A0C4DH72"
11384,"A0A0C4DH67"
11385,"A0A0B4J1Z2"
11386,"P04430"
11387,"P01599"
11388,"A0A075B6S5"
11389,"P45452"
11390,"P50281"
11391,"Q16363"
11392,"Q8MH63"
11393,"Q8IWV1"
11394,"Q8N370"
11395,"A4D0S4"
11396,"P52954"
11397,"P04180"
11398,"P07195"
11399,"P07864"
11400,"Q9BU76"
11401,"P01130"
11402,"O95751"
11403,"A8MUM7"
11404,"Q6P5S2"
11405,"A6PVL3"
11406,"Q1ED39"
11407,"A8MX34"
11408,"Q52LG2"
11409,"Q6L8G9"
11410,"A8MUX0"
11411,"Q8IUC2"
11412,"Q9BYU5"
11413,"Q3SYF9"
11414,"Q9BYQ2"
11415,"A8MTY7"
11416,"Q3LI59"
11417,"Q49AS3"
11418,"Q9Y6C7"
11419,"P18627"
11420,"P42167"
11421,"P07942"
11422,"P05455"
11423,"Q9NRM7"
11424,"P14780"
11425,"Q53QV2"
11426,"P18428"
11427,"Q5T751"
11428,"O14633"
11429,"Q5TA81"
11430,"Q86U70"
11431,"Q96T76"
11432,"Q6ZRQ5"
11433,"Q86WU2"
11434,"P47929"
11435,"Q96B70"
11436,"O95214"
11437,"Q5VWX1"
11438,"O15037"
11439,"P24723"
11440,"Q6L8G5"
11441,"Q8IUB9"
11442,"Q3LHN2"
11443,"Q7Z4W3"
11444,"Q3LI73"
11445,"Q3LI70"
11446,"Q6L8H4"
11447,"Q701N4"
11448,"Q701N2"
11449,"P60371"
11450,"P60409"
11451,"P60410"
11452,"O75582"
11453,"P01594"
11454,"P01601"
11455,"A0A0C4DH25"
11456,"A0A0A0MRZ7"
11457,"P01615"
11458,"A0A075B6S2"
11459,"P32004"
11460,"O00515"
11461,"O75900"
11462,"Q9Y6N6"
11463,"Q659C4"
11464,"Q9UHI5"
11465,"Q9BRS8"
11466,"Q9BQE6"
11467,"A0A0U1RRK4"
11468,"Q9BYE3"
11469,"Q68G75"
11470,"Q5JSQ8"
11471,"Q14954"
11472,"Q9H1H9"
11473,"Q8N743"
11474,"Q9NS87"
11475,"Q8NI77"
11476,"Q9Y6Z4"
11477,"Q8N7Y1"
11478,"O95235"
11479,"O60333"
11480,"O43896"
11481,"P52732"
11482,"Q02241"
11483,"Q9UIL4"
11484,"Q9BW19"
11485,"Q9BVG8"
11486,"Q6UWL6"
11487,"O75037"
11488,"Q8TBQ9"
11489,"Q9NVR0"
11490,"Q53G59"
11491,"Q96M94"
11492,"Q6TDP4"
11493,"O94889"
11494,"Q9Y2M5"
11495,"Q53GT1"
11496,"Q8NBE8"
11497,"Q6TFL4"
11498,"Q9NZS2"
11499,"D3W0D1"
11500,"Q8WZ60"
11501,"A4D1S0"
11502,"Q9P2G9"
11503,"Q9UKR3"
11504,"P06870"
11505,"Q12918"
11506,"P20151"
11507,"P07288"
11508,"Q9Y337"
11509,"O60256"
11510,"Q3LI60"
11511,"Q3LI68"
11512,"Q15139"
11513,"Q07666"
11514,"Q9Y496"
11515,"O95239"
11516,"Q03426"
11517,"O60282"
11518,"Q2M1P5"
11519,"Q92845"
11520,"Q9NRX6"
11521,"Q6JEL2"
11522,"Q9P2N7"
11523,"Q9P2G3"
11524,"Q9UJP4"
11525,"Q9H0H3"
11526,"Q9UKQ9"
11527,"P03952"
11528,"Q96E93"
11529,"Q9P2J3"
11530,"Q5SVS4"
11531,"Q9H2R5"
11532,"Q92876"
11533,"O60259"
11534,"Q76NI1"
11535,"Q5T749"
11536,"P41743"
11537,"O75380"
11538,"Q96LZ2"
11539,"Q5VYJ5"
11540,"Q92585"
11541,"Q6ZN16"
11542,"Q9Y2U8"
11543,"Q9NQG1"
11544,"A6NHS7"
11545,"Q5TCQ9"
11546,"Q15223"
11547,"Q96NY8"
11548,"Q96PU5"
11549,"Q6UB28"
11550,"P50579"
11551,"Q15843"
11552,"Q9P0N8"
11553,"Q7Z434"
11554,"O95460"
11555,"Q7Z3B1"
11556,"Q9H7P6"
11557,"Q6ZNC8"
11558,"O60942"
11559,"Q96N66"
11560,"Q8TD19"
11561,"P33991"
11562,"Q8IXH7"
11563,"P33992"
11564,"Q13257"
11565,"Q14676"
11566,"Q9UI95"
11567,"Q7Z553"
11568,"Q8NCW5"
11569,"P0C7V9"
11570,"Q03112"
11571,"Q13423"
11572,"O60244"
11573,"Q9NP64"
11574,"Q93074"
11575,"Q15648"
11576,"Q9H944"
11577,"Q8NC60"
11578,"O95402"
11579,"O75448"
11580,"Q6P2C8"
11581,"Q8WTT2"
