id	abbreviation	name	description
tag:hmpdacc.org,2021-10-04:	HMP_NS	HMP default ID namespace	The default identifier namespace id_namespace contextualizing local identifiers for all C2M2 entity records in the 2021-03-10 example C2M2 submission from the "Human Microbiome Project" (HMP) DCC.
