id	name	description	synonyms
UBERON:0000002	uterine cervix	Lower, narrow portion of the uterus where it joins with the top end of the vagina.	["canalis cervicis uteri","caudal segment of uterus","cervical canal of uterus","cervix","cervix uteri","neck of uterus","uterine cervix"]
