UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_ID
A0A0G2KB87	A0A0G2KB87	ENSRNOG00000051262	Tmc1	DOID:10003
A0A0G2KB96	A0A0G2KB96	ENSRNOG00000057760	Stil	DOID:10907
A0A0G2KBB9	A0A0G2KBB9	ENSRNOG00000011076	Ank2	DOID:0060224|DOID:13884|DOID:224|DOID:2843
A0A0G2QC01	A0A0G2QC01	ENSRNOG00000020836	Rorc	DOID:12894
A0A0G2QC04	A0A0G2QC04	ENSRNOG00000009945	Pls1	DOID:12858
A0A0G2QC09	A0A0G2QC09	NA	Ep300	DOID:0050700|DOID:10283|DOID:10652|DOID:10763|DOID:114|DOID:1933|DOID:224|DOID:2920|DOID:2921|DOID:3459|DOID:3827|DOID:4467|DOID:6000|DOID:684|DOID:8947|DOID:9256
A0A0G2QC50	A0A0G2QC50	ENSRNOG00000003927	Cd55	DOID:10283|DOID:10611|DOID:1612|DOID:4362|DOID:576|DOID:769
A0A0G2QC60	A0A0G2QC60	ENSRNOG00000009401	Lmo2	DOID:9952
A0A0M6L0J6	A0A0M6L0J6	ENSMUSG00000062201	Prl3d3	DOID:2945|DOID:3407|DOID:9970|DOID:9993
A0A0N4SUH6	A0A0N4SUH6	ENSMUSG00000078184	Rbm8a2	DOID:14699
A0A0R4J8U1	A0A0R4J8U1	ENSRNOG00000016995	Zap70	DOID:627|DOID:7148
A0A0U1RPR8	GUC2D	ENSMUSG00000074003	Gucy2d	DOID:14791
A0A140LHZ9	A0A140LHZ9	ENSMUSG00000062991	Nrg1	DOID:10595|DOID:10652|DOID:11446|DOID:11832|DOID:1307|DOID:2468|DOID:3525|DOID:5419|DOID:5844|DOID:9743
A0A140LJ72	A0A140LJ72	ENSMUSG00000109564	Muc16	DOID:10140|DOID:12894|DOID:1793|DOID:2394|DOID:4947
A0A140UHX4	A0A140UHX4	ENSRNOG00000009085	Prkag2	DOID:1289|DOID:2747|DOID:384
A0A140UHX6	A0A140UHX6	ENSRNOG00000006911	Sptb	DOID:12971
A0A140UHX9	A0A140UHX9	ENSRNOG00000001032	Ccz1b	DOID:3753
A0A140UHY3	A0A140UHY3	ENSRNOG00000009437	Ewsr1	DOID:332|DOID:3369|DOID:9255
A0A1B0GWW4	A0A1B0GWW4	ENSRNOG00000022610	Agbl1	DOID:11555
A0A1L1SQU7	A0A1L1SQU7	ENSMUSG00000070047	Fat1	DOID:11727|DOID:1184
A0A1L1SUI3	A0A1L1SUI3	ENSMUSG00000032114	Slc37a4	DOID:2749
A0A1W2Q656	A0A1W2Q656	ENSRNOG00000016640	Dner	DOID:12930
A0A1W2Q6E1	A0A1W2Q6E1	ENSRNOG00000025140	Zfat	DOID:7188
A0A1W2Q6F8	A0A1W2Q6F8	ENSRNOG00000016470	Ndufa10l1	DOID:3652
A0A1W2Q6J3	A0A1W2Q6J3	ENSRNOG00000056212	Flt3lg	DOID:12449|DOID:13636|DOID:1520|DOID:1793|DOID:3068|DOID:3070|DOID:4971|DOID:9538
A0A1W2Q6N1	A0A1W2Q6N1	ENSRNOG00000028377	Mpl	DOID:1588|DOID:2224|DOID:2228|DOID:4971|DOID:8692
A0A1Y7VJE9	A0A1Y7VJE9	NA	Eif1ad13	DOID:6039
A0A1Y7VLT7	A0A1Y7VLT7	NA	Eif1ad4	DOID:6039
A0A1Y7VMP7	A0A1Y7VMP7	ENSMUSG00000021245	Mlh3	DOID:1380|DOID:3883|DOID:9256
A0A5F8MPH8	A0A5F8MPH8	ENSMUSG00000033327	Tnxb	DOID:13359|DOID:9620
A0A668KLU9	A0A668KLU9	ENSMUSG00000033898	Cfhr2	DOID:10976|DOID:13603|DOID:2527|DOID:576|DOID:670|DOID:8466
A0A6I8MX38	A0A6I8MX38	ENSMUSG00000056579	Tug1	DOID:12858
A0JN30	A0JN30	ENSRNOG00000003549	Cnpy2	DOID:10283
A0JPJ0	A0JPJ0	ENSRNOG00000015962	Nmnat1	DOID:11446|DOID:8466
A0JPP0	A0JPP0	ENSRNOG00000036807	RGD1562433	DOID:1289|DOID:332|DOID:9255
A1A5Q0	LMOD2	NA	Lmod2	DOID:12930
A1A5Q5	KDM4D	ENSRNOG00000045905	Kdm4d	DOID:2154
A1A5R1	RFOX2	ENSRNOG00000004688	Rbfox2	DOID:1059
A1L130	A1L130	ENSRNOG00000023363	Ing4	DOID:162
A1L133	A1L133	ENSRNOG00000047100	LOC367975	DOID:9119
A1L1J8	A1L1J8	ENSRNOG00000006130	Rab5b	DOID:162|DOID:305
A1L1K7	ACBG2	ENSRNOG00000045947	Acsbg2	DOID:10588
A1XIQ3	A1XIQ3	ENSRNOG00000009646	Nyx	DOID:8499
A1Z198	NL1B2	ENSMUSG00000070390	Nlrp1b	DOID:12306
A2A259	PK2L1	ENSMUSG00000037578	Pkd2l1	DOID:898
A2A432	CUL4B	ENSMUSG00000031095	Cul4b	DOID:1059
A2A5N8	LMBL1	ENSMUSG00000035576	L3mbtl1	DOID:1319|DOID:1612
A2A654	A2A654	ENSMUSG00000040481	Bptf	DOID:10652|DOID:332
A2A825	CPLN2	NA	Cplane2	DOID:14679
A2A884	ZEP3	ENSMUSG00000028634	Hivep3	DOID:10652
A2A8L5	PTPRF	ENSMUSG00000033295	Ptprf	DOID:14227|DOID:2018|DOID:9970
A2A8T1	A2A8T1	ENSMUSG00000063929	Cyp4a32	DOID:10763
A2A974	CP4CB	ENSMUSG00000078597	Cyp4a12b	DOID:10763
A2AAJ9	OBSCN	ENSMUSG00000061462	Obscn	DOID:12930|DOID:423
A2AAY5	SPD2B	ENSMUSG00000040711	Sh3pxd2b	DOID:10754|DOID:1686
A2AB59	RHG27	ENSMUSG00000034255	Arhgap27	DOID:1574
A2AC93	DNAI2	NA	Dnai2	DOID:10003|DOID:9562
A2ACT7	A2ACT7	ENSMUSG00000027570	Col9a3	DOID:2256
A2AGH6	MED12	ENSMUSG00000079487	Med12	DOID:1470|DOID:14711|DOID:1967|DOID:591|DOID:9970
A2AH22	AMRA1	ENSMUSG00000040506	Ambra1	DOID:4752
A2AHC7	A2AHC7	ENSMUSG00000079699	Gm6592	DOID:5485
A2AIL4	NDUF6	ENSMUSG00000050323	Ndufaf6	DOID:3652|DOID:8466
A2AIV8	CARD9	ENSMUSG00000026928	Card9	DOID:2058
A2AJ88	PLPL7	ENSMUSG00000036833	Pnpla7	DOID:0050753|DOID:1289|DOID:1432|DOID:2476
A2AJK6	CHD7	ENSMUSG00000041235	Chd7	DOID:1682
A2AJN7	S4A11	ENSMUSG00000074796	Slc4a11	DOID:11555
A2AL36	CNTRL	ENSMUSG00000057110	Cntrl	DOID:12712
A2ALS5	RPGP1	ENSMUSG00000041351	Rap1gap	DOID:1312|DOID:1793|DOID:1909|DOID:3312|DOID:3969
A2AMM0	CAVN4	ENSMUSG00000028348	Cavin4	DOID:9884
A2APX8	SCN1A	ENSMUSG00000064329	Scn1a	DOID:1826|DOID:2030
A2AQH1	A2AQH1	ENSMUSG00000075256	Cerkl	DOID:10584
A2AQP0	MYH7B	ENSMUSG00000074652	Myh7b	DOID:11720|DOID:3429|DOID:397|DOID:423
A2ARA8	ITA8	ENSMUSG00000026768	Itga8	DOID:14766|DOID:2394|DOID:5419|DOID:783|DOID:898
A2ARI4	LGR4	ENSMUSG00000050199	Lgr4	DOID:11476|DOID:1686
A2ARM1	PATL2	ENSMUSG00000027233	Patl2	DOID:1100
A2ARV4	LRP2	ENSMUSG00000027070	Lrp2	DOID:1062|DOID:10763|DOID:10976|DOID:11829|DOID:2527|DOID:7188|DOID:783|DOID:898
A2ASI5	SCN3A	ENSMUSG00000057182	Scn3a	DOID:1826|DOID:2234
A2ASS6	TITIN	ENSMUSG00000051747	Ttn	DOID:12930|DOID:3393
A2ATU0	DHTK1	ENSMUSG00000025815	Dhtkd1	DOID:9252
A2AUC9	KLH41	ENSMUSG00000075307	Klhl41	DOID:11984|DOID:3191
A2BH40	ARI1A	ENSMUSG00000007880	Arid1a	DOID:1925|DOID:4928|DOID:769
A2BI73	A2BI73	ENSMUSG00000079704	Gm14459	DOID:5485
A2BI74	A2BI74	ENSMUSG00000079702	Ssxb6	DOID:5485
A2BI93	A2BI93	ENSMUSG00000068218	Ssxb9	DOID:5485
A2PYH4	HFM1	ENSG00000162669	HFM1	DOID:5426
A2RRU1	GYS1	ENSRNOG00000020812	Gys1	DOID:1287|DOID:3534
A2RUW1	TOLIP	ENSRNOG00000019861	Tollip	DOID:1289
A2VCW9	AASS	ENSRNOG00000039494	Aass	DOID:9274
A2VD16	A2VD16	ENSRNOG00000050243	Akr1c12l1	DOID:10283|DOID:10591|DOID:1240|DOID:5603|DOID:9970
A2VDH7	A2VDH7	ENSMUSG00000056656	Apol8	DOID:1312|DOID:5419
A3KFM7	CHD6	ENSMUSG00000057133	Chd6	DOID:1682
A3KGF7	PLCB2	ENSMUSG00000040061	Plcb2	DOID:9970
A3KGV1	ODFP2	ENSMUSG00000026790	Odf2	DOID:10907
A3QPB9	IL21	ENSRNOG00000017376	Il21	DOID:12177|DOID:2841|DOID:3388
A4GTP4	ELK1	ENSRNOG00000010171	Elk1	DOID:10652|DOID:12217|DOID:12858|DOID:224|DOID:5419
A4L691	PINX1	ENSRNOG00000012012	Pinx1	DOID:162
A4L9P5	HIPK1	ENSRNOG00000019333	Hipk1	DOID:162
A4L9P7	PDS5A	ENSRNOG00000002541	Pds5a	DOID:11725
A4V8B4	SAV1	ENSRNOG00000005264	Sav1	DOID:5353|DOID:684
A5H2Z9	A5H2Z9	ENSRNOG00000004249	Tlr7	DOID:1273|DOID:612|DOID:8677|DOID:9074
A5H300	A5H300	ENSRNOG00000045992	Tlr8	DOID:1273
A6H5Y1	MPP9	ENSMUSG00000038126	Mphosph9	DOID:2377
A6H5Y3	METH	ENSMUSG00000021311	Mtr	DOID:10763|DOID:11054|DOID:114|DOID:12849|DOID:1793|DOID:2986|DOID:768|DOID:9279|DOID:9352|DOID:9538|DOID:9952
A6H639	DRC5	ENSMUSG00000023949	Tcte1	DOID:12336
A6H6J2	A6H6J2	ENSMUSG00000040583	Cyp2b13	DOID:9119
A6H909	TBPL2	ENSRNOG00000033682	Tbpl2	DOID:1289
A6N6J5	WDR35	ENSRNOG00000028783	Wdr35	DOID:12714|DOID:5082
A6NCS4	NKX26	ENSG00000180053	NKX2-6	DOID:6406
A6X935	ITIH4	ENSMUSG00000021922	Itih4	DOID:5844|DOID:8805
A6YP92	ARX	ENSRNOG00000053562	Arx	DOID:14744|DOID:9352
A7E3N2	NCF2	NA	Ncf2	DOID:10652|DOID:10763|DOID:11832|DOID:576|DOID:9970
A7ISD5	A7ISD5	ENSRNOG00000006319	Cxcr6	DOID:418
A7MCT6	EKI2	ENSMUSG00000070644	Etnk2	DOID:1826
A7RDN6	RNLS	ENSMUSG00000071573	Rnls	DOID:1063|DOID:10763|DOID:10825|DOID:6000|DOID:783|DOID:784
A7UJ12	A7UJ12	ENSRNOG00000030434	Rs1	DOID:8465
A7VJC2	ROA2	ENSRNOG00000011175	Hnrnpa2b1	DOID:10652|DOID:1289|DOID:224|DOID:3908|DOID:423|DOID:4905|DOID:684|DOID:7148
A7VMS2	A7VMS2	ENSMUSG00000079492	Gm11127	DOID:1273|DOID:1485|DOID:1883|DOID:2841|DOID:4481
A7VMS3	A7VMS3	ENSMUSG00000024459	H2-M5	DOID:1273|DOID:1485|DOID:1883|DOID:2841|DOID:4481
A8C756	THADA	ENSMUSG00000024251	Thada	DOID:9970
A8DUK4	A8DUK4	ENSMUSG00000052305	Hbb-bs	DOID:10923|DOID:1099|DOID:12241|DOID:12365|DOID:14330|DOID:2355|DOID:2859|DOID:2860|DOID:589|DOID:8432
A9CMA6	TM163	ENSRNOG00000003769	Tmem163	DOID:576
B0BMV4	B0BMV4	ENSRNOG00000020201	Yif1a	DOID:14330
B0BMY1	LAAT1	NA	Slc66a1	DOID:3211
B0BN46	B0BN46	ENSRNOG00000012794	Grhpr	DOID:2977
B0BN50	B0BN50	ENSRNOG00000011353	Gfi1b	DOID:0070004|DOID:12449|DOID:8761|DOID:9119|DOID:9952
B0BN69	B0BN69	ENSRNOG00000005115	Asf1b	DOID:1612
B0BNB9	B0BNB9	ENSRNOG00000022448	Htra2	DOID:10283|DOID:10534|DOID:10652|DOID:11088|DOID:11383|DOID:1380|DOID:14330|DOID:1824|DOID:224|DOID:231|DOID:2394|DOID:3525
B0BNE6	B0BNE6	ENSRNOG00000017446	Ndufs8	DOID:3652
B0BNG2	TM6S2	ENSRNOG00000042237	Tm6sf2	DOID:9452
B0BNH1	B0BNH1	ENSRNOG00000024455	Gnptg	DOID:3343
B0BNJ1	B0BNJ1	ENSRNOG00000049780	Sri	DOID:6000
B0BNK1	B0BNK1	ENSRNOG00000018568	Rab5c	DOID:162|DOID:305
B0BNL2	B0BNL2	ENSRNOG00000020474	Pin1	DOID:10652|DOID:12466|DOID:2841
B0BNN4	B0BNN4	ENSRNOG00000025811	Cfp	DOID:12134
B0F2B4	NLGN4	NA	Nlgn4l	DOID:12849
B0K019	BAG1	ENSRNOG00000008277	Bag1	DOID:10283|DOID:12528|DOID:1380|DOID:1612|DOID:2893
B0K026	B0K026	ENSRNOG00000029855	Letmd1	DOID:1612|DOID:363|DOID:4001|DOID:4451|DOID:5517
B0LPN4	RYR2	ENSRNOG00000017060	Ryr2	DOID:6000
B0V2N1	PTPRS	ENSMUSG00000013236	Ptprs	DOID:14227
B1AQJ2	UBP36	ENSMUSG00000033909	Usp36	DOID:1682
B1AQP7	B1AQP7	ENSMUSG00000068252	Apol7b	DOID:1312|DOID:5419|DOID:557
B1AR51	B1AR51	ENSMUSG00000056752	Dnah9	DOID:10003
B1AR69	B1AR69	ENSMUSG00000060180	Myh13	DOID:11720|DOID:3429|DOID:397|DOID:423
B1ARY8	B1ARY8	ENSMUSG00000070577	Gm572	DOID:9562
B1AUE5	PEX10	ENSMUSG00000029047	Pex10	DOID:906
B1AUF7	P3URF	NA	P3r3urf	DOID:3070
B1AUH1	PTPRU	ENSMUSG00000028909	Ptpru	DOID:10976|DOID:2527
B1AVK5	B1AVK5	ENSMUSG00000031273	Col4a6	DOID:423
B1AVP0	B1AVP0	ENSMUSG00000062866	Phactr2	DOID:10652|DOID:14330|DOID:2377
B1AWL2	ZN462	NA	Znf462	DOID:14320
B1AWN6	SCN2A	ENSMUSG00000075318	Scn2a	DOID:14777|DOID:1826|DOID:963
B1AXN3	B1AXN3	ENSMUSG00000062791	Gm382	DOID:10283
B1AY40	B1AY40	ENSMUSG00000079703	Ssxb8	DOID:5485
B1AYL1	B1AYL1	ENSMUSG00000034810	Scn7a	DOID:1826
B1B1A0	LMBL4	ENSMUSG00000041565	L3mbtl4	DOID:1319
B1H212	B1H212	ENSRNOG00000021510	Tbc1d10c	DOID:162|DOID:3369
B1H215	B1H215	ENSRNOG00000019768	Ncoa4	DOID:10283|DOID:11612|DOID:3008|DOID:4001
B1H230	B1H230	ENSRNOG00000049132	Map2k3	DOID:14330|DOID:1612|DOID:219|DOID:3068|DOID:3069|DOID:397|DOID:4362|DOID:5679
B1H246	B1H246	ENSRNOG00000001040	Pms2	DOID:10283|DOID:11054|DOID:1612|DOID:2394|DOID:3883
B1H249	B1H249	ENSRNOG00000008641	Gnpnat1	DOID:162
B1H275	B1H275	ENSRNOG00000033700	Bud23	DOID:1928
B1H296	B1H296	ENSRNOG00000026913	Bbs10	DOID:1935
B1H2A6	B1H2A6	ENSRNOG00000011876	Fxr2	DOID:14261|DOID:7474
B1WBN7	B1WBN7	ENSRNOG00000001314	Fam20c	DOID:10609|DOID:2187
B1WBQ1	B1WBQ1	ENSRNOG00000001389	Irs3	DOID:1059|DOID:9352
B1WBR9	B1WBR9	ENSRNOG00000008168	Wnt5b	DOID:127
B1WBS4	B1WBS4	ENSRNOG00000047235	Vps26b	DOID:1319
B1WBT5	B1WBT5	ENSRNOG00000004542	Ttc8	DOID:1935
B1WBT8	B1WBT8	ENSRNOG00000023833	Ubqln3	DOID:1289|DOID:332|DOID:9255
B1WBV2	B1WBV2	ENSRNOG00000009465	Sfrp2	DOID:5844
B1WBW6	B1WBW6	ENSRNOG00000014008	Mfsd2a	DOID:10907
B1WBZ1	B1WBZ1	ENSRNOG00000042029	Efs	DOID:8778
B1WC31	B1WC31	ENSRNOG00000004606	Meis1	DOID:1240
B1WC34	B1WC34	ENSRNOG00000013360	Prkcsh	DOID:409
B1WC37	MTU1	ENSRNOG00000016465	Trmu	DOID:310|DOID:409
B1WC49	B1WC49	ENSRNOG00000009689	Api5	DOID:4362
B1WC68	HDAC8	ENSRNOG00000003122	Hdac8	DOID:10487|DOID:10763|DOID:1591|DOID:3083|DOID:670
B1WC72	B1WC72	ENSRNOG00000003013	Rpgr	DOID:10584
B1WC73	B1WC73	ENSRNOG00000001689	Arl6	DOID:1935
B1WCA0	B1WCA0	ENSRNOG00000003329	Ppm1d	DOID:0060071|DOID:1612
B2GUV8	B2GUV8	ENSRNOG00000001843	Bcl6	DOID:707
B2GUW1	B2GUW1	ENSRNOG00000007765	Frzb	DOID:3907|DOID:3908|DOID:8398|DOID:9352
B2GUW4	B2GUW4	ENSRNOG00000027707	Exd2	DOID:5688
B2GUY1	PLK4	ENSRNOG00000011654	Plk4	DOID:219|DOID:3007|DOID:684
B2GUY2	TFR2	ENSRNOG00000001407	Tfr2	DOID:2352|DOID:9119
B2GUY9	B2GUY9	ENSRNOG00000033694	Klf16	DOID:0050700
B2GUZ0	B2GUZ0	ENSRNOG00000059059	Skp2	DOID:10283|DOID:10286|DOID:1612|DOID:2671|DOID:4450|DOID:5409|DOID:684|DOID:8991
B2GV01	B2GV01	ENSRNOG00000019913	Mta2	DOID:9074
B2GV06	SCOT1	ENSRNOG00000043094	Oxct1	DOID:2978|DOID:9352|DOID:9970
B2GV13	B2GV13	ENSRNOG00000003326	Rrn3	DOID:14330
B2GV15	B2GV15	ENSRNOG00000015029	Dbt	DOID:9269
B2GV31	B2GV31	ENSRNOG00000020539	Muc1	DOID:10140|DOID:10283|DOID:10754|DOID:11054|DOID:11204|DOID:11339|DOID:11394|DOID:114|DOID:1485|DOID:1612|DOID:1793|DOID:2799|DOID:2841|DOID:3030|DOID:3082|DOID:3083|DOID:3458|DOID:3587|DOID:3910|DOID:418|DOID:4450|DOID:4947|DOID:552|DOID:850|DOID:8622
B2GV52	BL1S5	ENSRNOG00000016497	Bloc1s5	DOID:2223|DOID:3753
B2GV73	B2GV73	ENSRNOG00000008673	Arpc3	DOID:14330|DOID:9351
B2GV98	B2GV98	ENSRNOG00000009412	Lrch1	DOID:2377
B2GVB9	B2GVB9	ENSRNOG00000021161	Fermt3	DOID:2394|DOID:9119
B2RQA1	KCA10	ENSMUSG00000042861	Kcna10	DOID:3426
B2RQC2	UBP42	ENSMUSG00000051306	Usp42	DOID:1682
B2RQC6	PYR1	ENSMUSG00000013629	Cad	DOID:9280
B2RQL2	STOX1	ENSMUSG00000036923	Stox1	DOID:10591|DOID:10652
B2RS91	RRN3	ENSMUSG00000022682	Rrn3	DOID:14330
B2RSH2	GNAI1	ENSMUSG00000057614	Gnai1	DOID:1858
B2RT54	B2RT54	ENSMUSG00000010601	Apol7a	DOID:1312|DOID:5419|DOID:557
B2RUS7	B2RUS7	ENSMUSG00000040136	Abcc8	DOID:10763|DOID:11446|DOID:11832|DOID:13317|DOID:1824|DOID:2018|DOID:3525|DOID:4724|DOID:9352|DOID:9993
B2RVA4	B2RVA4	ENSMUSG00000095845	Gm5741	DOID:9970
B2RVB7	B2RVB7	ENSMUSG00000078621	Hbb-bh2	DOID:10923|DOID:1099|DOID:12241|DOID:12365|DOID:14330|DOID:2355|DOID:2859|DOID:2860|DOID:589|DOID:8432
B2RVI8	B2RVI8	ENSMUSG00000070810	Sult2a6	DOID:10283
B2RWS6	EP300	ENSMUSG00000055024	Ep300	DOID:0050700|DOID:10283|DOID:10652|DOID:1574|DOID:1933|DOID:2921|DOID:3459|DOID:4467|DOID:6000|DOID:9074|DOID:9256
B2RX12	MRP3	ENSMUSG00000020865	Abcc3	DOID:12308|DOID:12700|DOID:13580|DOID:1793|DOID:2741|DOID:557|DOID:684|DOID:783|DOID:9119|DOID:9452
B2RX14	TUT4	ENSMUSG00000034610	Tut4	DOID:1612
B2RXA7	B2RXA7	ENSMUSG00000062432	Cyp26c1	DOID:2120
B2RXC1	TPC11	ENSMUSG00000038102	Trappc11	DOID:9452
B2RXC6	B2RXC6	ENSMUSG00000025280	Polr3a	DOID:3911
B2RXE2	B2RXE2	ENSMUSG00000014786	Slc9a5	DOID:585|DOID:783
B2RXS4	PLXB2	ENSMUSG00000036606	Plxnb2	DOID:9970
B2RXV4	FLVC1	ENSMUSG00000066595	Flvcr1	DOID:1339
B2RYA6	B2RYA6	ENSRNOG00000012933	Prcc	DOID:4465
B2RYB8	B2RYB8	ENSRNOG00000001224	Itgb2	DOID:10952|DOID:12297|DOID:4247|DOID:552|DOID:6612|DOID:820|DOID:8893
B2RYC8	B2RYC8	ENSRNOG00000004226	Irak3	DOID:11476|DOID:2841|DOID:399|DOID:5052|DOID:9744
B2RYC9	B2RYC9	ENSRNOG00000049281	Gba	DOID:12217|DOID:14330|DOID:1926|DOID:8893
B2RYD8	B2RYD8	ENSRNOG00000007484	Ehf	DOID:7693
B2RYE0	B2RYE0	ENSRNOG00000000491	Spdef	DOID:2394
B2RYE6	B2RYE6	NA	Gigyf2	DOID:14330
B2RYE9	B2RYE9	ENSRNOG00000005689	Yeats4	DOID:3070
B2RYG5	B2RYG5	ENSRNOG00000058393	Taf15	DOID:3371|DOID:6496
B2RYG6	OTUB1	ENSRNOG00000021175	Otub1	DOID:2986
B2RYH5	B2RYH5	ENSRNOG00000060869	Irak1	DOID:1561|DOID:1580|DOID:1749|DOID:2316|DOID:7147|DOID:8893|DOID:9008
B2RYJ1	B2RYJ1	ENSRNOG00000011295	Anapc2	DOID:12449|DOID:1405|DOID:3910|DOID:9119
B2RYM1	B2RYM1	ENSRNOG00000020603	Angptl6	DOID:9970
B2RYN3	B2RYN3	ENSRNOG00000016390	Eef1e1	DOID:10534|DOID:11054|DOID:9256
B2RYN7	SPAST	ENSRNOG00000027136	Spast	DOID:2476
B2RYS2	B2RYS2	ENSRNOG00000024967	Uqcrb	DOID:1596|DOID:655
B2RYS8	B2RYS8	ENSRNOG00000014078	Ndufb8	DOID:10652|DOID:14330|DOID:3021
B2RYT9	TACO1	ENSRNOG00000008405	Taco1	DOID:3762
B2RYU7	B2RYU7	ENSRNOG00000036841	Cbx5	DOID:10283|DOID:3910
B2RYV0	B2RYV0	ENSRNOG00000031721	Dnajc30	DOID:1928
B2RZ23	B2RZ23	ENSRNOG00000032178	Cenpa	DOID:417|DOID:684
B2RZ35	B2RZ35	ENSRNOG00000001776	Muc20	DOID:2986
B2RZ48	B2RZ48	ENSRNOG00000007127	Bbs5	DOID:1935
B2RZ50	CDKN3	ENSRNOG00000009785	Cdkn3	DOID:684
B2RZ72	B2RZ72	ENSRNOG00000008994	Arpc4	DOID:14250|DOID:162|DOID:8893
B2RZ74	B2RZ74	ENSRNOG00000020763	Snrnp70	DOID:10652|DOID:150|DOID:9074
B2RZ79	B2RZ79	ENSRNOG00000000701	Iscu	DOID:699
B2RZB7	B2RZB7	ENSRNOG00000013714	Snrpd1	DOID:10952|DOID:576|DOID:65|DOID:9074|DOID:9261
B3DMA5	B3DMA5	ENSRNOG00000012263	Cnot7	DOID:12336
B3EWF7	EP2A2	ENSG00000112425	EPM2A	DOID:3534
B4F766	DYM	ENSRNOG00000018425	Dym	DOID:2256
B4F770	B4F770	ENSRNOG00000047578	Ccdc28b	DOID:1935
B4F774	B4F774	ENSRNOG00000008790	Gdap1l1	DOID:10595
B4F775	B4F775	ENSRNOG00000000408	Gopc	DOID:14227
B4F7A9	B4F7A9	ENSRNOG00000011933	Csnk2a2	DOID:12336
B4F7B6	B4F7B6	ENSRNOG00000016585	Bmi1	DOID:3587|DOID:684|DOID:9119
B4F7E7	PALS1	NA	Pals1	DOID:14791|DOID:557
B4F7F3	B4F7F3	ENSRNOG00000001888	Arvcf	DOID:11198
B5BUZ1	B5BUZ1	ENSRNOG00000054251	Clec7a	DOID:13564|DOID:2058
B5DEG1	B5DEG1	ENSRNOG00000016538	Itga8	DOID:14766|DOID:2394|DOID:5419|DOID:783|DOID:898
B5DEH7	B5DEH7	ENSRNOG00000011796	C1r	DOID:13359
B5DEJ6	B5DEJ6	ENSRNOG00000029922	Tpk1	DOID:162|DOID:655
B5DEL2	B5DEL2	ENSRNOG00000030705	Cpsf1	DOID:11830
B5DEL7	B5DEL7	ENSRNOG00000005203	Sec61g	DOID:162
B5DEP7	B5DEP7	ENSRNOG00000032232	Snrpg	DOID:9261
B5DEQ4	B5DEQ4	ENSRNOG00000004967	Snrpb2	DOID:14566|DOID:65
B5DES0	B5DES0	ENSRNOG00000015844	Snrpd2	DOID:9074
B5DF02	B5DF02	ENSRNOG00000017509	Eed	DOID:224
B5DF04	B5DF04	ENSRNOG00000037302	Rad51	DOID:0050700|DOID:10763|DOID:13636|DOID:1612|DOID:1793|DOID:2394
B5DF36	B5DF36	NA	Plac8	DOID:10603
B5DF45	TRAF6	ENSRNOG00000004639	Traf6	DOID:14793
B5DF46	B5DF46	ENSRNOG00000002615	Pmm2	DOID:5212
B5DF57	B5DF57	ENSRNOG00000011649	Epb42	DOID:12971
B5DF60	B5DF60	ENSRNOG00000005736	Eif1ax	DOID:6039
B5DF62	B5DF62	ENSRNOG00000019883	Pak4	DOID:4467
B5DF89	CUL3	ENSRNOG00000015633	Cul3	DOID:4479
B5DFA1	TBD2A	ENSRNOG00000023348	Tbc1d2	DOID:162|DOID:3369
B5DFD5	B5DFD5	ENSRNOG00000032353	Mmp1	DOID:0060224|DOID:0060903|DOID:0080600|DOID:1070|DOID:10763|DOID:11054|DOID:11984|DOID:12930|DOID:13001|DOID:1324|DOID:14004|DOID:1612|DOID:1712|DOID:1936|DOID:2320|DOID:2349|DOID:2394|DOID:3083|DOID:332|DOID:3393|DOID:3407|DOID:3770|DOID:418|DOID:4362|DOID:4450|DOID:4914|DOID:4959|DOID:5082|DOID:5517|DOID:5844|DOID:6000|DOID:6432|DOID:7148|DOID:7693|DOID:783|DOID:799|DOID:824|DOID:8398|DOID:8472|DOID:8577|DOID:8805|DOID:8923|DOID:898|DOID:90|DOID:9008|DOID:9074|DOID:9206|DOID:9282|DOID:9352|DOID:9675|DOID:971
B5DFE2	B5DFE2	ENSRNOG00000006048	Ezh2	DOID:10283|DOID:10534|DOID:127|DOID:14731|DOID:1793|DOID:3008|DOID:3068|DOID:4971|DOID:684|DOID:707|DOID:8552|DOID:8761|DOID:9119|DOID:9952
B5DFE8	B5DFE8	ENSRNOG00000013148	Rad54l	DOID:14566|DOID:1612|DOID:1793
B5DFG1	PINK1	ENSRNOG00000015385	Pink1	DOID:14330
B5DFH5	B5DFH5	ENSRNOG00000021780	Rad51d	DOID:5683
B5DFI4	B5DFI4	ENSRNOG00000001870	Lztr1	DOID:3204
B5DFJ4	B5DFJ4	ENSRNOG00000013689	Vps18	DOID:13580
B5DFK6	B5DFK6	ENSRNOG00000018977	Ap3d1	DOID:2223|DOID:3753
B5DFL0	B5DFL0	ENSRNOG00000016062	Snta1	DOID:11723|DOID:1824|DOID:2843|DOID:9007
B5DFM8	B5DFM8	ENSRNOG00000018783	Bcas2	DOID:1612
B5MEV3	S52A2	ENSRNOG00000032561	Slc52a2	DOID:8454
B6RHI6	B6RHI6	ENSRNOG00000002272	Lnx1	DOID:10003
B6RK61	B6RK61	ENSRNOG00000018997	Myh7b	DOID:11720|DOID:3429|DOID:397|DOID:423
B7SZV3	B7SZV3	ENSRNOG00000022084	Sox14	DOID:10155
