id	name
P00390	GSHR
P00395	COX1
P00397	COX1
P00403	COX2
P00405	COX2
P00406	COX2
P00414	COX3
P00416	COX3
P00439	PH4H
P00441	SODC
P00450	CERU
P00451	FA8
P00480	OTC
P00481	OTC
P00488	F13A
P00491	PNPH
P00492	HPRT
P00493	HPRT
P00502	GSTA1
P00505	AATM
P00507	AATM
P00519	ABL1
P00520	ABL1
P00533	EGFR
P00558	PGK1
P00568	KAD1
P00697	LYSC1
P00714	LALBA
P00734	THRB
P00736	C1R
P00738	HPT
P00740	FA9
P00742	FA10
P00746	CFAD
P00747	PLMN
P00748	FA12
P00749	UROK
P00751	CFAB
P00755	K1KB1
P00756	K1KB3
P00757	K1KB4
P00758	KLK1
P00759	KLK2
P00762	TRY1
P00774	CEL2A
P00786	CATH
P00787	CATB
P00796	RENI2
P00797	RENI
P00813	ADA
P00846	ATP6
P00848	ATP6
P00860	DCOR
P00884	ALDOB
P00918	CAH2
P00920	CAH2
P00966	ASSY
P00995	ISK1
P01008	ANT3
P01009	A1AT
P01015	ANGT
P01019	ANGT
P01024	CO3
P01026	CO3
P01027	CO3
P01029	CO4B
P01031	CO5
P01034	CYTC
P01039	CYTA
P01040	CYTA
P01041	CYTB
P01042	KNG1
P01101	FOS
P01106	MYC
P01108	MYC
P01111	RASN
P01112	RASH
P01116	RASK
P01127	PDGFB
P01130	LDLR
P01132	EGF
P01133	EGF
P01134	TGFA
P01137	TGFB1
P01138	NGF
P01139	NGF
P01143	CRF
P01148	GON1
P01150	TRH
P01160	ANF
P01161	ANF
P01179	NEU1
P01185	NEU2
P01186	NEU2
P01189	COLI
P01193	COLI
P01194	COLI
P01213	PDYN
P01216	GLHA
P01222	TSHB
P01225	FSHB
P01229	LSHB
P01230	LSHB
P01237	PRL
P01241	SOMA
P01244	SOMA
P01257	CALC
P01266	THYG
P01270	PTHY
P01283	VIP
P01308	INS
P01322	INS1
P01323	INS2
P01325	INS1
P01326	INS2
P01344	IGF2
P01346	IGF2
P01355	CCKN
P01374	TNFB
P01375	TNFA
P01572	IFNA1
P01573	IFNA2
P01575	IFNB
P01579	IFNG
P01580	IFNG
P01581	IFNG
P01582	IL1A
P01586	IL3
P01587	CSF2
P01588	EPO
P01589	IL2RA
P01590	IL2RA
P01730	CD4
P01731	CD8A
P01732	CD8A
P01830	THY1
P01831	THY1
P01834	IGKC
P01848	TRAC
P01857	IGHG1
P01863	GCAA
P01871	IGHM
P01872	IGHM
P01887	B2MG
P01889	HLAB
P01898	HA10
P01901	HA1B
P01903	DRA
P01904	HA21
P01910	HA2K
P01911	DRB1
P01921	HB2D
P01942	HBA
P01946	HBA
P02088	HBB1
P02089	HBB2
P02091	HBB1
P02104	HBE
P02340	P53
P02452	CO1A1
P02454	CO1A1
P02461	CO3A1
P02462	CO4A1
P02463	CO4A1
P02466	CO1A2
P02469	LAMB1
P02489	CRYAA
P02511	CRYAB
P02523	CRBB1
P02524	CRBB3
P02525	CRBA1
P02528	CRGE
P02529	CRGC
P02533	K1C14
P02535	K1C10
P02538	K2C6A
P02545	LMNA
P02549	SPTA1
P02563	MYH6
P02564	MYH7
P02647	APOA1
P02649	APOE
P02650	APOE
P02651	APOA4
P02655	APOC2
P02656	APOC3
P02671	FIBA
P02675	FIBB
P02679	FIBG
P02680	FIBG
P02688	MBP
P02689	MYP2
P02692	FABPL
P02693	FABPI
P02708	ACHA
P02716	ACHD
P02724	GLPA
P02730	B3AT
P02745	C1QA
P02746	C1QB
P02747	C1QC
P02748	CO9
P02753	RET4
P02765	FETUA
P02766	TTHY
P02767	TTHY
P02768	ALBU
P02770	ALBU
P02771	FETA
P02772	FETA
P02773	FETA
P02786	TFR1
P02787	TRFE
P02792	FRIL
P02793	FRIL1
P02794	FRIH
P02798	MT2
P02802	MT1
P02803	MT1
P02831	HXA3
P03372	ESR1
P03886	NU1M
P03888	NU1M
P03889	NU1M
P03891	NU2M
P03893	NU2M
P03897	NU3M
P03899	NU3M
P03901	NU4LM
P03903	NU4LM
P03905	NU4M
P03911	NU4M
P03915	NU5M
P03921	NU5M
P03923	NU6M
P03925	NU6M
P03926	NU6M
P03928	ATP8
P03930	ATP8
P03940	CP21A
P03950	ANGI
P03951	FA11
P03952	KLKB1
P03953	CFAD
P03957	MMP3
P03958	ADA
P03966	MYCN
P03971	MIS
P03994	HPLN1
P03995	GFAP
P03999	OPSB
P04000	OPSR
P04001	OPSG
P04040	CATA
P04041	GPX1
P04049	RAF1
P04062	GLCM
P04066	FUCO
P04070	PROC
P04071	K1B16
P04075	ALDOA
P04080	CYTB
P04089	PTHY
P04094	PENK
P04095	PR2C2
P04104	K2C1
P04114	APOB
P04117	FABP4
P04143	THRSP
P04150	GCR
P04156	PRIO
P04157	PTPRC
P04167	CP2B2
P04176	PH4H
P04177	TY3H
P04179	SODM
P04180	LCAT
P04181	OAT
P04182	OAT
P04184	KITH
P04186	CFAB
P04187	GRAB
P04196	HRG
P04198	MYCN
P04202	TGFB1
P04218	OX2G
P04230	HB21
P04234	CD3D
P04235	CD3D
P04247	MYG
P04256	ROA1
P04259	K2C6B
P04264	K2C1
P04275	VWF
P04276	VTDB
P04342	CRGD
P04344	CRGB
P04345	CRGA
P04350	TBB4A
P04351	IL2
P04370	MBP
P04401	IL5
P04424	ARLY
P04426	WNT1
P04439	HLAA
P04444	HBBZ
P04462	MYH8
P04626	ERBB2
P04627	ARAF
P04628	WNT1
P04629	NTRK1
P04631	S100B
P04633	UCP1
P04636	MDHM
P04637	P53
P04638	APOA2
P04639	APOA1
P04640	OSTCN
P04642	LDHA
P04644	RS17
P04646	RL35A
P04652	TSHB
P04692	TPM1
P04694	ATTY
P04756	ACHA
P04757	ACHA3
P04760	ACHG
P04762	CATA
P04764	ENOA
P04769	PR7D1
P04774	SCN1A
P04775	SCN2A
P04785	PDIA1
P04792	HSPB1
P04797	G3P
P04799	CP1A2
P04800	CP3A1
P04823	IL3
P04839	CY24B
P04897	GNAI2
P04903	GSTA2
P04905	GSTM1
P04906	GSTP1
P04916	RET4
P04919	B3AT
P04921	GLPC
P04925	PRIO
P04937	FINC
P04961	PCNA
P05011	IFNA1
P05017	IGF1
P05019	IGF1
P05023	AT1A1
P05062	ALDOB
P05063	ALDOC
P05067	A4
P05089	ARGI1
P05091	ALDH2
P05093	CP17A
P05106	ITB3
P05107	ITB2
P05108	CP11A
P05112	IL4
P05121	PAI1
P05125	ANF
P05129	KPCG
P05132	KAPCA
P05155	IC1
P05156	CFAI
P05160	F13B
P05161	ISG15
P05164	PERM
P05165	PCCA
P05166	PCCB
P05178	CP2C6
P05179	CP2C7
P05182	CP2E1
P05183	CP3A2
P05186	PPBT
P05197	EF2
P05201	AATC
P05202	AATM
P05208	CEL2A
P05214	TBA3
P05231	IL6
P05305	EDN1
P05362	ICAM1
P05369	FPPS
P05370	G6PD
P05371	CLUS
P05432	ERRFI
P05503	COX1
P05504	ATP6
P05505	COX3
P05506	NU3M
P05507	NU4LM
P05508	NU4M
P05531	XLR
P05532	KIT
P05533	LY6A
P05539	CO2A1
P05540	CD4
P05544	SPA3L
P05546	HEP2
P05549	AP2A
P05554	CEBPA
P05555	ITAM
P05622	PGFRB
P05627	JUN
P05696	KPCA
P05708	HXK1
P05710	PRLR
P05783	K1C18
P05784	K1C18
P05787	K2C8
P05813	CRBA1
P05943	S10AA
P05976	MYL1
P05982	NQO1
P05997	CO5A2
P06028	GLPB
P06132	DCUP
P06151	LDHA
P06211	ESR1
P06213	INSR
P06214	HEM2
P06238	A2MG
P06239	LCK
P06240	LCK
P06276	CHLE
P06280	AGAL
P06281	RENI1
P06300	PDYN
P06332	CD4
P06339	HA15
P06396	GELS
P06399	FIBA
P06400	RB
P06494	ERBB2
P06536	GCR
P06537	GCR
P06681	CO2
P06683	CO9
P06684	CO5
P06685	AT1A1
P06686	AT1A2
P06687	AT1A3
P06728	APOA4
P06730	IF4E
P06737	PYGL
P06744	G6PI
P06745	G6PI
P06753	TPM3
P06757	ADH1
P06759	APOC3
P06760	BGLR
P06761	BIP
P06762	HMOX1
P06766	DPOLB
P06767	TKN1
P06795	MDR1B
P06797	CATL1
P06799	IFNA7
P06802	ENPP1
P06804	TNFA
P06837	NEUM
P06858	LIPL
P06865	HEXA
P06866	HPT
P06869	UROK
P06870	KLK1
P06876	MYB
P06879	PRL
P06880	SOMA
P06882	THYG
P06883	GLUC
P06907	MYP0
P06909	CFAH
P07092	GDN
P07099	HYEP
P07101	TY3H
P07141	CSF1
P07146	TRY2
P07147	TYRP1
P07150	ANXA1
P07151	B2MG
P07152	MMP10
P07154	CATL1
P07171	CALB1
P07174	TNR16
P07195	LDHB
P07196	NFL
P07202	PERT
P07204	TRBM
P07214	SPRC
P07225	PROS
P07237	PDIA1
P07308	ACOD1
P07309	TTHY
P07314	GGT1
P07315	CRGC
P07316	CRGB
P07320	CRGD
P07321	EPO
P07323	ENOG
P07333	CSF1R
P07338	CTRB1
P07339	CATD
P07340	AT1B1
P07349	IFNA5
P07350	IFNA6
P07351	IFNA4
P07356	ANXA2
P07357	CO8A
P07358	CO8B
P07359	GP1BA
P07379	PCKGC
P07384	CAN1
P07437	TBB5
P07477	TRY1
P07483	FABPH
P07490	GON1
P07510	ACHG
P07522	EGF
P07585	PGS2
P07602	SAP
P07607	TYSY
P07628	K1KB8
P07632	SODC
P07633	PCCB
P07686	HEXB
P07687	HYEP
P07722	MAG
P07724	ALBU
P07725	CD8A
P07727	GLRA1
P07737	PROF1
P07738	PMGE
P07741	APT
P07742	RIR1
P07744	K2C4
P07750	IL4
P07756	CPSM
P07759	SPA3K
P07766	CD3E
P07808	NPY
P07814	SYEP
P07824	ARGI1
P07825	SYPH
P07858	CATB
P07861	NEP
P07867	LIPC
P07872	ACOX1
P07882	CEL
P07895	SODM
P07896	ECHP
P07897	PGCA
P07901	HS90A
P07902	GALT
P07903	ERCC1
P07911	UROM
P07936	NEUM
P07942	LAMB1
P07943	ALDR
P07949	RET
P07951	TPM2
P07953	F261
P07954	FUMH
P07988	PSPB
P07992	ERCC1
P08010	GSTM2
P08025	IGF1
P08030	APT
P08032	SPTA1
P08033	CXB1
P08034	CXB1
P08046	EGR1
P08050	CXA1
P08069	IGF1R
P08071	TRFL
P08100	OPSD
P08101	FCGR2
P08104	SCN3A
P08118	MSMB
P08121	CO3A1
P08122	CO4A2
P08123	CO1A2
P08151	GLI1
P08152	EGR2
P08154	EGR1
P08172	ACM2
P08174	DAF
P08183	MDR1
P08185	CBG
P08207	S10AA
P08217	CEL2A
P08226	APOE
P08228	SODC
P08235	MCR
P08236	BGLR
P08237	PFKAM
P08243	ASNS
P08246	ELNE
P08247	SYPH
P08249	MDHM
P08253	MMP2
P08254	MMP3
P08289	PPBT
P08397	HEM3
P08413	KCC2B
P08424	RENI
P08426	TRY3
P08427	SFTPA
P08430	UD16
P08435	TKNK
P08461	ODP2
P08473	NEP
P08482	ACM1
P08483	ACM3
P08485	ACM4
P08493	MGP
P08494	MGP
P08503	ACADM
P08505	IL6
P08508	FCGR3
P08514	ITA2B
P08516	CP4AA
P08542	UDB17
P08551	NFL
P08553	NFM
P08556	RASN
P08559	ODPA
P08572	CO4A2
P08574	CY1
P08581	MET
P08590	MYL3
P08592	A4
P08603	CFAH
P08607	C4BPA
P08637	FCG3A
P08644	RASK
P08649	CO4
P08650	CO5
P08661	MBL2
P08670	VIME
P08680	HEM0
P08683	CP2CB
P08684	CP3A4
P08686	CP21A
P08689	SHBG
P08697	A2AP
P08699	LEG3
P08708	RS17
P08709	FA7
P08721	OSTP
P08730	K1C13
P08733	MLRV
P08752	GNAI2
P08753	GNAI3
P08754	GNAI3
P08758	ANXA5
P08779	K1C16
P08842	STS
P08865	RSSA
P08882	GRAC
P08883	GRAF
P08884	GRAE
P08887	IL6RA
P08905	LYZ2
P08908	5HT1A
P08909	5HT2C
P08932	KNT2
P08934	KNG1
P08F94	PKHD1
P09001	RM03
P09011	MIP
P09022	HXA1
P09024	HXB7
P09034	ASSY
P09036	ISK1
P09041	PGK2
P09055	ITB1
P09056	LIF
P09057	DCOR
P09065	HME1
P09066	HME2
P09084	PAX1
P09103	PDIA1
P09117	ALDOC
P09118	URIC
P09139	SPYA
P09172	DOPO
P09174	CNRG
P09215	KPCD
P09216	KPCE
P09217	KPCZ
P09225	TNFB
P09235	IFNA9
P09240	CCKN
P09242	PPBT
P09320	PR4A1
P09321	PR3B1
P09330	PRPS2
P09411	PGK1
P09414	NFIA
P09416	MYC
P09417	DHPR
P09450	JUNB
P09456	KAP0
P09467	F16P1
P09470	ACE
P09471	GNAO
P09483	ACHA4
P09486	SPRC
P09493	TPM1
P09495	TPM4
P09527	RAB7A
P09528	FRIH
P09535	IGF2
P09541	MYL4
P09542	MYL3
P09543	CN37
P09581	CSF1R
P09586	PR3B1
P09601	HMOX1
P09602	HMGN2
P09606	GLNA
P09619	PGFRB
P09622	DLDH
P09632	HXB8
P09651	ROA1
P09655	ISK1
P09656	ISK1L
P09660	ACHE
P09671	SODM
P09690	ACHB
P09693	CD3G
P09739	TNNT3
P09758	TACD2
P09793	CTLA4
P09803	CADH1
P09810	TPH1
P09811	PYGL
P09812	PYGM
P09813	APOA2
P09848	LPH
P09871	C1S
P09875	UD2B1
P09884	DPOLA
P09895	RL5
P09916	SLIB
P09920	CSF3
P09925	SURF1
P09936	UCHL1
P09951	SYN1
P0C0E4	RB40L
P0C0K5	HAVR2
P0C0L4	CO4A
P0C0L5	CO4B
P0C0L6	NPSR1
P0C0P7	NPS
P0C0P8	NPS
P0C0T0	LITAF
P0C0T2	ANKS6
P0C152	MKS3
P0C191	GPVI
P0C1G9	SOX11
P0C1Q2	PDE11
P0C1S8	WEE2
P0C1X8	AAK1
P0C242	CCNO
P0C279	CPEB1
P0C2N5	KMT5B
P0C2N6	KMT5C
P0C2X9	AL4A1
P0C588	CNNM4
P0C5E3	PALLD
P0C5E4	PTPRQ
P0C5E9	CRYGS
P0C5H9	MANF
P0C5I0	CDNF
P0C5J2	B9D1
P0C5Y8	ALS2
P0C605	KGP1
P0C606	SGF29
P0C643	GRP2
P0C6A2	MAMD1
P0C6P7	FEM1B
P0C7P3	SLN14
P0C7Q2	ARMS2
P0C7T6	ATX1L
P0C865	MK07
P0C8E4	M3K7
P0CAX5	OPHN1
P0CAX8	TGAP1
P0CD94	UQCC3
P0CE46	ZNT8
P0CF24	FOXP2
P0CG37	CFC1
P0CI71	K0319
P0CW18	PRS56
P0CW70	D19L2
P0DI81	TPC2A
P0DJ07	PT100
P0DJE0	PT100
P0DM65	BECN2
P0DMC4	ELA
P0DMN7	DCAM1
P0DMW0	HS71A
P0DMW1	HS71B
P0DP23	CALM1
P0DP24	CALM2
P0DP25	CALM3
P0DP26	CALM1
P0DP29	CALM1
P0DP30	CALM2
P0DP31	CALM3
P0DP59	SLUR2
P0DPB6	RPAC2
P0DPH8	TBA3D
P0DPK4	NT2NC
P0DSP1	SORL
P0DUH7	HRURF
P10037	PIT1
P10065	CRGA
P10066	CRGB
P10067	CRGD
P10068	CRGF
P10071	GLI3
P10085	MYOD1
P10107	ANXA1
P10111	PPIA
P10146	CCL1
P10148	CCL2
P10158	FOSL1
P10166	MYCL
P10168	IL7
P10176	COX8A
P10253	LYAG
P10275	ANDR
P10276	RARA
P10287	CADH3
P10321	HLAC
P10354	CMGA
P10361	P53
P10412	H14
P10417	BCL2
P10499	KCNA1
P10515	ODP2
P10518	HEM2
P10523	ARRS
P10586	PTPRF
P10589	COT1
P10600	TGFB3
P10605	CATB
P10608	ADRB2
P10619	PPGB
P10633	CP2D1
P10634	CP2DQ
P10635	CP2D6
P10636	TAU
P10637	TAU
P10639	THIO
P10643	CO7
P10644	KAP0
P10648	GSTA2
P10649	GSTM1
P10683	GALA
P10686	PLCG1
P10687	PLCB1
P10688	PLCD1
P10715	CYC2
P10719	ATPB
P10721	KIT
P10745	RET3
P10746	HEM4
P10749	IL1B
P10758	LITH
P10759	AMPD1
P10760	SAHH
P10809	CH60
P10810	CD14
P10817	CX6A2
P10818	CX6A1
P10820	PERF
P10824	GNAI1
P10826	RARB
P10827	THA
P10828	THB
P10855	CCL3
P10860	DHE3
P10868	GAMT
P10888	COX41
P10889	CXCL2
P10912	GHR
P10914	IRF1
P10916	MLRV
P10923	OSTP
P10937	PNMT
P10960	SAP
P10980	ACM2
P11032	GRAA
P11033	GRAD
P11055	MYH3
P11087	CO1A1
P11088	FILA
P11103	PARP1
P11150	LIPC
P11152	LIPL
P11157	RIR2
P11161	EGR2
P11166	GTR1
P11167	GTR1
P11168	GTR2
P11171	EPB41
P11172	UMPS
P11177	ODPB
P11182	ODB2
P11214	TPA
P11215	ITAM
P11217	PYGM
P11226	MBL2
P11230	ACHB
P11232	THIO
P11240	COX5A
P11245	ARY2
P11247	PERM
P11274	BCR
P11275	KCC2A
P11276	FINC
P11277	SPTB1
P11310	ACADM
P11344	TYRO
P11345	RAF1
P11348	DHPR
P11352	GPX1
P11362	FGFR1
P11404	FABPH
P11413	G6PD
P11416	RARA
P11440	CDK1
P11442	CLH1
P11473	VDR
P11475	ERR2
P11487	FGF3
P11488	GNAT1
P11497	ACACA
P11498	PYC
P11499	HS90B
P11507	AT2A2
P11510	CP2CC
P11511	CP19A
P11530	DMD
P11531	DMD
P11532	DMD
P11586	C1TC
P11597	CETP
P11598	PDIA3
P11608	ATP8
P11627	L1CAM
P11661	NU5M
P11662	NU2M
P11672	NGAL
P11678	PERE
P11679	K2C8
P11680	PROP
P11685	PSPC
P11686	PSPC
P11711	CP2A1
P11714	CP2D9
P11715	CP17A
P11725	OTC
P11730	KCC2G
P11762	LEG1
P11798	KCC2A
P11802	CDK4
P11835	ITB2
P11836	CD20
P11859	ANGT
P11881	ITPR1
P11883	AL3A1
P11884	ALDH2
P11911	CD79A
P11912	CD79A
P11915	SCP2
P11926	DCOR
P11942	CD3G
P11950	CX6C1
P11951	CX6C2
P11960	ODBA
P11962	GLHA
P12001	RL18
P12004	PCNA
P12007	IVD
P12023	A4
P12025	MK
P12032	TIMP1
P12034	FGF5
P12035	K2C3
P12036	NFH
P12074	CX6A1
P12075	COX5B
P12081	HARS1
P12107	COBA1
P12109	CO6A1
P12110	CO6A2
P12111	CO6A3
P12235	ADT1
P12242	UCP1
P12246	SAMP
P12259	FA5
P12265	BGLR
P12271	RLBP1
P12272	PTHR
P12336	GTR2
P12346	TRFE
P12367	KAP2
P12368	KAP2
P12369	KAP3
P12371	FCERA
P12382	PFKAL
P12389	ACHA2
P12390	ACHB2
P12526	MAS
P12527	LOX5
P12643	BMP2
P12644	BMP4
P12656	TSHB
P12657	ACM1
P12658	CALB1
P12672	RAPSN
P12694	ODBA
P12710	FABPL
P12711	ADHX
P12749	RL26
P12755	SKI
P12760	NMU
P12787	COX5A
P12790	CP2B9
P12791	CP2BA
P12813	NR4A1
P12814	ACTN1
P12821	ACE
P12829	MYL4
P12830	CADH1
P12839	NFM
P12841	FOS
P12843	IBP2
P12847	MYH3
P12850	GROA
P12883	MYH7
P12928	KPYR
P12931	SRC
P12938	CP2D3
P12939	CP2DA
P12955	PEPD
P12960	CNTN1
P12961	7B2
P12968	IAPP
P12969	IAPP
P12979	MYOG
P13020	GELS
P13051	UNG
P13053	VDR
P13073	COX41
P13084	NPM
P13085	PTHR
P13086	SUCA
P13107	CP2B3
P13109	FGF2
P13195	HEM1
P13205	ANFB
P13207	EDN3
P13221	AATC
P13224	GP1BB
P13232	IL7
P13233	CN37
P13255	GNMT
P13264	GLSK
P13265	GPC3
P13297	MSX1
P13349	MYF5
P13366	GRAG
P13386	FCERB
P13405	RB
P13412	TNNI2
P13413	TNNI1
P13439	UMPS
P13444	METK1
P13471	RS14
P13473	LAMP2
P13497	BMP1
P13498	CY24A
P13500	CCL2
P13504	IL1R1
P13516	ACOD1
P13533	MYH6
P13535	MYH8
P13541	MYH3
P13542	MYH8
P13562	GON1
P13569	CFTR
P13589	PACA
P13595	NCAM1
P13596	NCAM1
P13597	ICAM1
P13601	AL1A7
P13611	CSPG2
P13635	CERU
P13637	AT1A3
P13639	EF2
P13645	K1C10
P13646	K1C13
P13647	K2C5
P13668	STMN1
P13671	CO6
P13686	PPA5
P13705	MSH3
P13716	HEM2
P13721	SIAT1
P13745	GSTA1
P13797	PLST
P13803	ETFA
P13804	ETFA
P13805	TNNT1
P13807	GYS1
P13808	B3A2
P13852	PRIO
P13864	DNMT1
P13866	SC5A1
P13929	ENOB
P13941	CO3A1
P13942	COBA2
P13987	CD59
P14056	ARAF
P14094	AT1B1
P14095	GROA
P14097	CCL4
P14106	C1QB
P14136	GFAP
P14137	CP11A
P14138	EDN3
P14142	GLUT4
P14152	MDHC
P14173	DDC
P14174	MIF
P14200	MCH
P14206	RSSA
P14210	HGF
P14211	CALR
P14220	GLPA
P14222	PERF
P14234	FGR
P14246	GTR2
P14272	KLKB1
P14314	GLU2B
P14324	FPPS
P14408	FUMH
P14410	SUIS
P14416	DRD2
P14423	PA2GA
P14427	HA14
P14429	HA17
P14430	HA18
P14432	HA1T
P14480	FIBB
P14576	SRP54
P14598	NCF1
P14600	NK1R
P14602	HSPB1
P14630	APOM
P14650	PERT
P14653	HXB1
P14668	ANXA5
P14669	ANXA3
P14672	GLUT4
P14678	RSMB
P14679	TYRO
P14719	ILRL1
P14733	LMNB1
P14740	DPP4
P14753	EPOR
P14770	GPIX
P14780	MMP9
P14784	IL2RB
P14841	CYTC
P14842	5HT2A
P14844	CCL2
P14847	CRP
P14854	CX6B1
P14867	GBRA1
P14868	SYDC
P14869	RLA0
P14873	MAP1B
P14881	CRBA1
P14882	PCCA
P14901	HMOX1
P14920	OXDA
P14923	PLAK
P14925	AMD
P14927	QCR7
P15056	BRAF
P15066	JUND
P15087	CBPE
P15104	GLNA
P15105	GLNA
P15116	CADH2
P15127	INSR
P15146	MTAP2
P15149	CP2A2
P15153	RAC2
P15169	CBPN
P15172	MYOD1
P15205	MAP1B
P15207	ANDR
P15208	INSR
P15209	NTRK2
P15242	TEST2
P15247	IL9
P15257	HNF1A
P15259	PGAM2
P15260	INGR1
P15261	INGR1
P15289	ARSA
P15291	B4GT1
P15304	LIPS
P15306	TRBM
P15307	REL
P15313	VATB1
P15314	IRF1
P15327	PMGE
P15328	FOLR1
P15331	PERI
P15375	MYF6
P15382	KCNE1
P15383	KCNE1
P15387	KCNB1
P15388	KCNC1
P15389	SCN5A
P15390	SCN4A
P15391	CD19
P15392	CP2A4
P15409	OPSD
P15428	PGDH
P15429	ENOB
P15431	GBRB1
P15473	IBP3
P15499	PRPH2
P15508	SPTB1
P15509	CSF2R
P15529	MCP
P15530	CD79B
P15532	NDKA
P15535	B4GT1
P15538	C11B1
P15539	C11B2
P15586	GNS
P15589	STS
P15626	GSTM2
P15650	ACADL
P15651	ACADS
P15655	FGF2
P15656	FGF5
P15684	AMPN
P15692	VEGFA
P15693	PPBI1
P15709	ST2A1
P15725	TNR4
P15735	PHKG2
P15791	KCC2D
P15800	LAMB2
P15806	TFE2
P15814	IGLL1
P15823	ADA1B
P15848	ARSB
P15863	PAX1
P15864	H12
P15882	CHIN
P15884	ITF2
P15887	ARRS
P15918	RAG1
P15919	RAG1
P15920	VPP2
P15923	TFE2
P15924	DESP
P15941	MUC1
P15943	APLP2
P15945	K1KB5
P15946	K1B11
P15947	KLK1
P15948	K1B22
P15949	K1KB9
P15976	GATA1
P15999	ATPA
P16036	MPCP
P16043	SLIB
P16045	LEG1
P16054	KPCE
P16056	MET
P16067	ANPRB
P16086	SPTN1
P16092	FGFR1
P16109	LYAM3
P16110	LEG3
P16112	PGCA
P16144	ITB4
P16157	ANK1
P16177	NK3R
P16219	ACADS
P16221	COX8B
P16228	CATE
P16232	DHI1
P16233	LIPP
P16234	PGFRA
P16235	LSHR
P16259	CAN3
P16277	BLK
P16278	BGAL
P16283	B3A3
P16290	PGAM2
P16294	FA9
P16296	FA9
P16297	IL2RB
P16301	LCAT
P16305	GBRA6
P16310	GHR
P16330	CN37
P16331	PH4H
P16332	MUTA
P16381	DDX3L
P16382	IL4RA
P16388	KCNA1
P16389	KCNA2
P16409	MYL3
P16410	CTLA4
P16422	EPCAM
P16435	NCPR
P16443	DBP
P16446	PIPNA
P16452	EPB42
P16453	DCHS
P16460	ASSY
P16471	PRLR
P16473	TSHR
P16499	PDE6A
P16520	GBB3
P16546	SPTN1
P16598	IL1A
P16599	TNFA
P16610	NK2R
P16612	VEGFA
P16615	AT2A2
P16617	PGK1
P16627	HS71L
P16636	LYOX
P16646	PMP22
P16671	CD36
P16675	PPGB
P16858	G3P
P16871	IL7RA
P16872	IL7RA
P16882	GHR
P16884	NFH
P16885	PLCG2
P16930	FAAA
P16951	ATF2
P16970	ABCD3
P16975	SPRC
P17046	LAMP2
P17047	LAMP2
P17050	NAGAB
P17078	RL35
P17084	COL
P17108	IL2
P17125	TGFB3
P17136	RSMB
P17164	FUCO
P17178	CP27A
P17182	ENOA
P17183	ENOG
P17209	MYL4
P17246	TGFB1
P17256	KIME
P17267	IF
P17302	CXA1
P17325	JUN
P17405	ASM
P17425	HMCS1
P17433	SPI1
P17438	PRPH2
P17439	GLCM
P17475	A1AT
P17480	UBF1
P17490	INHA
P17491	INHBB
P17515	CXL10
P17516	AK1C4
P17532	TPH1
P17559	UTER
P17564	PR15A
P17600	SYN1
P17612	KAPCA
P17625	GYS2
P17643	TYRP1
P17661	DESM
P17665	COX7C
P17679	GATA1
P17702	RL28
P17708	DCAM
P17710	HXK1
P17712	HXK4
P17717	UDB17
P17735	ATTY
P17751	TPIS
P17764	THIL
P17777	LIF
P17787	ACHB2
P17809	GTR1
P17812	PYRG1
P17813	EGLN
P17861	XBP1
P17879	HS71B
P17897	LYZ1
P17900	SAP3
P17918	PCNA
P17927	CR1
P17945	HGF
P17955	NUP62
P17988	ST1A1
P18054	LOX12
P18074	ERCC2
P18077	RL35A
P18088	DCE1
P18089	ADA2B
P18090	ADRB1
P18113	THB
P18125	CP7A1
P18155	MTDC
P18163	ACSL1
P18206	VINC
P18211	HB2D
P18242	CATD
P18265	GSK3A
P18266	GSK3B
P18280	NTF3
P18291	GRAB
P18292	THRB
P18293	ANPRA
P18297	SPRE
P18331	INHBA
P18337	LYAM1
P18340	CXCL9
P18406	CCN1
P18418	CALR
P18420	PSA1
P18424	LCAT
P18427	FSHB
P18505	GBRB1
P18506	GBRD
P18507	GBRG2
P18508	GBRG2
P18510	IL1RA
P18545	CNRG
P18564	ITB6
P18572	BASI
P18577	RHCE
P18583	SON
P18598	ATP4B
P18614	ITA1
P18645	GALE
P18653	KS6A1
P18654	KS6A3
P18665	RM03
P18757	CGL
P18760	COF1
P18762	ADRB2
P18826	KPB1
P18828	SDC1
P18846	ATF1
P18850	ATF6A
P18863	HXB8
P18864	HXB7
P18872	GNAO
P18886	CPT2
P18887	XRCC1
P18893	IL10
P18894	OXDA
P18901	DRD1
P18910	ANPRA
P18916	ACHG
P19013	K2C4
P19020	DRD3
P19022	CADH2
P19024	KCNA5
P19070	CR2
P19087	GNAT2
P19091	ANDR
P19099	C11B2
P19112	F16P1
P19123	TNNC1
P19132	FRIH
P19139	CSK21
P19157	GSTP1
P19221	THRB
P19234	NDUV2
P19235	EPOR
P19246	NFH
P19258	MPV17
P19324	SERPH
P19327	5HT1A
P19328	ADA2B
P19332	TAU
P19335	MYF6
P19356	HEM3
P19357	GLUT4
P19359	ASCL1
P19367	HXK1
P19377	CD3D
P19404	NDUV2
P19429	TNNI3
P19437	CD20
P19438	TNR1A
P19440	GGT1
P19447	ERCC3
P19467	MUC13
P19468	GSH1
P19490	GRIA1
P19491	GRIA2
P19492	GRIA3
P19493	GRIA4
P19511	AT5F1
P19525	E2AK2
P19526	FUT1
P19527	NFL
P19536	COX5B
