id	name
A0A0G2K5N8	A0A0G2K5N8
A0A0G2K5V8	A0A0G2K5V8
A0A0G2K5X2	A0A0G2K5X2
A0A0G2K601	A0A0G2K601
A0A0G2K612	A0A0G2K612
A0A0G2K618	A0A0G2K618
A0A0G2K628	A0A0G2K628
A0A0G2K654	A0A0G2K654
A0A0G2K663	A0A0G2K663
A0A0G2K677	A0A0G2K677
A0A0G2K684	A0A0G2K684
A0A0G2K687	A0A0G2K687
A0A0G2K6D0	A0A0G2K6D0
A0A0G2K6E0	A0A0G2K6E0
A0A0G2K6E8	A0A0G2K6E8
A0A0G2K6G9	A0A0G2K6G9
A0A0G2K6M8	A0A0G2K6M8
A0A0G2K6N8	A0A0G2K6N8
A0A0G2K6Q8	A0A0G2K6Q8
A0A0G2K6W6	A0A0G2K6W6
A0A0G2K6Z8	A0A0G2K6Z8
A0A0G2K6Z9	ODAPH
A0A0G2K719	A0A0G2K719
A0A0G2K742	A0A0G2K742
A0A0G2K797	A0A0G2K797
A0A0G2K7A5	A0A0G2K7A5
A0A0G2K7B6	A0A0G2K7B6
A0A0G2K7D7	A0A0G2K7D7
A0A0G2K7E1	A0A0G2K7E1
A0A0G2K7F0	A0A0G2K7F0
A0A0G2K7G5	A0A0G2K7G5
A0A0G2K7K3	A0A0G2K7K3
A0A0G2K7L2	A0A0G2K7L2
A0A0G2K7N8	A0A0G2K7N8
A0A0G2K7X2	A0A0G2K7X2
A0A0G2K7X7	A0A0G2K7X7
A0A0G2K889	A0A0G2K889
A0A0G2K897	A0A0G2K897
A0A0G2K8I5	A0A0G2K8I5
A0A0G2K8J3	A0A0G2K8J3
A0A0G2K8M2	A0A0G2K8M2
A0A0G2K8N1	A0A0G2K8N1
A0A0G2K8N9	A0A0G2K8N9
A0A0G2K8Z6	A0A0G2K8Z6
A0A0G2K929	A0A0G2K929
A0A0G2K931	A0A0G2K931
A0A0G2K950	A0A0G2K950
A0A0G2K975	A0A0G2K975
A0A0G2K9D6	A0A0G2K9D6
A0A0G2K9D9	A0A0G2K9D9
A0A0G2K9E5	A0A0G2K9E5
A0A0G2K9G6	A0A0G2K9G6
A0A0G2K9J2	A0A0G2K9J2
A0A0G2K9K0	A0A0G2K9K0
A0A0G2K9M4	A0A0G2K9M4
A0A0G2K9M5	A0A0G2K9M5
A0A0G2K9P5	A0A0G2K9P5
A0A0G2K9P7	A0A0G2K9P7
A0A0G2K9U6	A0A0G2K9U6
A0A0G2K9V0	A0A0G2K9V0
A0A0G2K9X2	A0A0G2K9X2
A0A0G2KA14	A0A0G2KA14
A0A0G2KA92	A0A0G2KA92
A0A0G2KA99	A0A0G2KA99
A0A0G2KAE1	A0A0G2KAE1
A0A0G2KAE2	A0A0G2KAE2
A0A0G2KAH3	A0A0G2KAH3
A0A0G2KAH4	A0A0G2KAH4
A0A0G2KAH7	A0A0G2KAH7
A0A0G2KAI9	A0A0G2KAI9
A0A0G2KAP6	A0A0G2KAP6
A0A0G2KAQ5	A0A0G2KAQ5
A0A0G2KAT2	A0A0G2KAT2
A0A0G2KAU4	A0A0G2KAU4
A0A0G2KAW9	A0A0G2KAW9
A0A0G2KAX2	A0A0G2KAX2
A0A0G2KB67	A0A0G2KB67
A0A0G2KB87	A0A0G2KB87
A0A0G2KB96	A0A0G2KB96
A0A0G2KBB4	A0A0G2KBB4
A0A0G2KBB9	A0A0G2KBB9
A0A0G2QC01	A0A0G2QC01
A0A0G2QC02	A0A0G2QC02
A0A0G2QC04	A0A0G2QC04
A0A0G2QC09	A0A0G2QC09
A0A0G2QC38	A0A0G2QC38
A0A0G2QC50	A0A0G2QC50
A0A0G2QC60	A0A0G2QC60
A0A0G2QC64	A0A0G2QC64
A0A0J9YUD5	A0A0J9YUD5
A0A0M6L0J6	A0A0M6L0J6
A0A0N4SUH6	A0A0N4SUH6
A0A0R4J8U1	A0A0R4J8U1
A0A0U1RPR8	GUC2D
A0A0U1RRP3	A0A0U1RRP3
A0A0U1RRY7	A0A0U1RRY7
A0A140LHZ9	A0A140LHZ9
A0A140LJ72	A0A140LJ72
A0A140UHW6	A0A140UHW6
A0A140UHX3	A0A140UHX3
A0A140UHX4	A0A140UHX4
A0A140UHX6	A0A140UHX6
A0A140UHX9	A0A140UHX9
A0A140UHY3	A0A140UHY3
A0A1B0GWQ8	A0A1B0GWQ8
A0A1B0GWW4	A0A1B0GWW4
A0A1L1SQU7	A0A1L1SQU7
A0A1L1SU27	A0A1L1SU27
A0A1L1SUI3	A0A1L1SUI3
A0A1W2P884	CE85L
A0A1W2PR82	PERC1
A0A1W2Q648	A0A1W2Q648
A0A1W2Q656	A0A1W2Q656
A0A1W2Q693	A0A1W2Q693
A0A1W2Q6E1	A0A1W2Q6E1
A0A1W2Q6F8	A0A1W2Q6F8
A0A1W2Q6J3	A0A1W2Q6J3
A0A1W2Q6N1	A0A1W2Q6N1
A0A1Y7VJE9	A0A1Y7VJE9
A0A1Y7VLT7	A0A1Y7VLT7
A0A1Y7VMP7	A0A1Y7VMP7
A0A286YDK6	PERC1
A0A2R8VJU7	A0A2R8VJU7
A0A494BAW1	A0A494BAW1
A0A571BE33	A0A571BE33
A0A571BEN1	A0A571BEN1
A0A571BF58	A0A571BF58
A0A5F8MPH8	A0A5F8MPH8
A0A668KLU9	A0A668KLU9
A0A6I8MX38	A0A6I8MX38
A0JN30	A0JN30
A0JPJ0	A0JPJ0
A0JPN2	S39A4
A0JPP0	A0JPP0
A0JPQ5	A0JPQ5
A0PJY2	FEZF1
A1A4Y4	IRGM
A1A5P5	ARMC9
A1A5Q0	LMOD2
A1A5Q5	KDM4D
A1A5R1	RFOX2
A1A5S1	PRP6
A1L130	A1L130
A1L133	A1L133
A1L188	NDUF8
A1L1J8	A1L1J8
A1L1K7	ACBG2
A1L3P4	A1L3P4
A1X283	SPD2B
A1XBS5	CBAR1
A1XIQ3	A1XIQ3
A1Y9I9	TOMT
A1Z198	NL1B2
A2A259	PK2L1
A2A432	CUL4B
A2A5K6	ZN335
A2A5N8	LMBL1
A2A5R2	BIG2
A2A5Z6	SMUF2
A2A654	A2A654
A2A690	TANC2
A2A825	CPLN2
A2A863	ITB4
A2A884	ZEP3
A2A891	CMTA1
A2A8L5	PTPRF
A2A8T1	A2A8T1
A2A974	CP4CB
A2A9C3	SZT2
A2A9F4	KDF1
A2AA28	MET23
A2AAE1	K1109
A2AAJ9	OBSCN
A2AAY5	SPD2B
A2AB59	RHG27
A2AC93	DNAI2
A2ACG1	TLDC2
A2ACT7	A2ACT7
A2AD83	FRMD7
A2AGH6	MED12
A2AH22	AMRA1
A2AHC7	A2AHC7
A2AHL1	ANO3
A2AI08	TPRN
A2AIL4	NDUF6
A2AIV8	CARD9
A2AJ15	MA1B1
A2AJ77	PRD12
A2AJ88	PLPL7
A2AJK6	CHD7
A2AJN7	S4A11
A2AKQ0	S35D1
A2AKX3	SETX
A2AL36	CNTRL
A2ALS5	RPGP1
A2AMM0	CAVN4
A2AMT1	BFSP1
A2AMZ4	NDUF8
A2APX8	SCN1A
A2APY7	NDUF5
A2AQ07	TBB1
A2AQ92	A2AQ92
A2AQH1	A2AQH1
A2AQH4	BCORL
A2AQP0	MYH7B
A2ARA8	ITA8
A2ARI4	LGR4
A2ARM1	PATL2
A2ARV4	LRP2
A2ARZ3	FSIP2
A2ASI5	SCN3A
A2ASQ1	AGRIN
A2ASS6	TITIN
A2ATU0	DHTK1
A2AUC9	KLH41
A2AUM9	CE152
A2AWP0	BIRC7
A2AWP8	ARGAL
A2BE28	LAS1L
A2BH40	ARI1A
A2BI73	A2BI73
A2BI74	A2BI74
A2BI93	A2BI93
A2IBE2	A2IBE2
A2IDD5	CCD78
A2PYH4	HFM1
A2RRP1	NBAS
A2RRT9	CP4V2
A2RRU1	GYS1
A2RRU2	A2RRU2
A2RUV9	AEBP1
A2RUW1	TOLIP
A2SY89	A2SY89
A2VCW9	AASS
A2VD16	A2VD16
A2VDH7	A2VDH7
A3KFM7	CHD6
A3KGB4	TBC8B
A3KGF7	PLCB2
A3KGV1	ODFP2
A3QPB9	IL21
A4D126	ISPD
A4GTP4	ELK1
A4L691	PINX1
A4L9P5	HIPK1
A4L9P7	PDS5A
A4V8B4	SAV1
A5D8V7	ODAD3
A5D8W1	CFA69
A5H2Z9	A5H2Z9
A5H300	A5H300
A5YKK6	CNOT1
A6H5Y1	MPP9
A6H5Y3	METH
A6H611	MIPEP
A6H639	DRC5
A6H6J2	A6H6J2
A6H8Y1	BDP1
A6H909	TBPL2
A6N6J5	WDR35
A6NCS4	NKX26
A6NFK2	GRCR2
A6NFY7	SDHF1
A6NGG8	PCARE
A6NHR9	SMHD1
A6NI61	MYMK
A6NK58	LIPT2
A6NNB3	IFM5
A6NNN8	S38A8
A6NNY8	UBP27
A6X8I0	A6X8I0
A6X8J1	A6X8J1
A6X8Z5	RHG31
A6X935	ITIH4
A6YP92	ARX
A7E3N2	NCF2
A7ISD5	A7ISD5
A7L9Z8	AT2C2
A7M746	A7M746
A7M777	A7M777
A7MCT6	EKI2
A7RDN6	RNLS
A7UAK5	A7UAK5
A7UJ12	A7UJ12
A7VJC2	ROA2
A7VMS2	A7VMS2
A7VMS3	A7VMS3
A7XYQ1	SOBP
A8C756	THADA
A8DUK4	A8DUK4
A8K2U0	A2ML1
A8MTZ0	BBIP1
A8MXD5	GRCR1
A9CMA6	TM163
B0BMV4	B0BMV4
B0BMX9	MEIOB
B0BMY1	LAAT1
B0BMY6	B0BMY6
B0BN27	B0BN27
B0BN46	B0BN46
B0BN50	B0BN50
B0BN58	B0BN58
B0BN69	B0BN69
B0BN99	B0BN99
B0BNB3	B0BNB3
B0BNB9	B0BNB9
B0BNE6	B0BNE6
B0BNG2	TM6S2
B0BNH1	B0BNH1
B0BNJ1	B0BNJ1
B0BNJ4	B0BNJ4
B0BNK1	B0BNK1
B0BNK4	B0BNK4
B0BNL2	B0BNL2
B0BNN4	B0BNN4
B0F2B4	NLGN4
B0K012	CMKMT
B0K017	B0K017
B0K019	BAG1
B0K026	B0K026
B0LPN4	RYR2
B0V2N1	PTPRS
B0YJ81	HACD1
B1AK53	ESPN
B1AQJ2	UBP36
B1AQP7	B1AQP7
B1AR51	B1AR51
B1AR69	B1AR69
B1ART2	B1ART2
B1ARY8	B1ARY8
B1AUE5	PEX10
B1AUF7	P3URF
B1AUH1	PTPRU
B1AUN2	B1AUN2
B1AV60	B1AV60
B1AVK5	B1AVK5
B1AVP0	B1AVP0
B1AWL2	ZN462
B1AWN6	SCN2A
B1AXD8	AKIR2
B1AXN3	B1AXN3
B1AXV0	FRS1L
B1AY40	B1AY40
B1AYB6	MBD5
B1AYL1	B1AYL1
B1AZA0	B1AZA0
B1AZP2	DLGP4
B1B0R1	B1B0R1
B1B1A0	LMBL4
B1H212	B1H212
B1H215	B1H215
B1H222	GORAB
B1H228	ODAD1
B1H230	B1H230
B1H234	FLRT3
B1H246	B1H246
B1H249	B1H249
B1H259	B1H259
B1H275	B1H275
B1H294	B1H294
B1H296	B1H296
B1H2A6	B1H2A6
B1WBM3	TM138
B1WBN7	B1WBN7
B1WBQ1	B1WBQ1
B1WBR8	B1WBR8
B1WBR9	B1WBR9
B1WBS3	ZBT42
B1WBS4	B1WBS4
B1WBT5	B1WBT5
B1WBT8	B1WBT8
B1WBU0	B1WBU0
B1WBV2	B1WBV2
B1WBV7	B1WBV7
B1WBW6	B1WBW6
B1WBY3	B1WBY3
B1WBY7	B1WBY7
B1WBZ1	B1WBZ1
B1WBZ4	B1WBZ4
B1WC02	B1WC02
B1WC10	FRITZ
B1WC26	B1WC26
B1WC31	B1WC31
B1WC34	B1WC34
B1WC37	MTU1
B1WC48	B1WC48
B1WC49	B1WC49
B1WC52	B1WC52
B1WC56	B1WC56
B1WC58	CTIP
B1WC61	ACAD9
B1WC68	HDAC8
B1WC72	B1WC72
B1WC73	B1WC73
B1WC97	KCTD7
B1WCA0	B1WCA0
B2CW77	KILIN
B2GUT8	B2GUT8
B2GUV8	B2GUV8
B2GUW1	B2GUW1
B2GUW4	B2GUW4
B2GUY0	MA1B1
B2GUY1	PLK4
B2GUY2	TFR2
B2GUY9	B2GUY9
B2GUZ0	B2GUZ0
B2GUZ3	B2GUZ3
B2GUZ4	B2GUZ4
B2GUZ6	B2GUZ6
B2GV01	B2GV01
B2GV06	SCOT1
B2GV08	B2GV08
B2GV13	B2GV13
B2GV15	B2GV15
B2GV17	CBPC5
B2GV31	B2GV31
B2GV35	B2GV35
B2GV52	BL1S5
B2GV53	B2GV53
B2GV57	B2GV57
B2GV63	B2GV63
B2GV71	NDUF5
B2GV73	B2GV73
B2GV74	B2GV74
B2GV96	B2GV96
B2GV97	B2GV97
B2GV98	B2GV98
B2GVB9	B2GVB9
B2RQA1	KCA10
B2RQC2	UBP42
B2RQC6	PYR1
B2RQL2	STOX1
B2RRD7	BRPF1
B2RS91	RRN3
B2RSH2	GNAI1
B2RT54	B2RT54
B2RTY4	MYO9A
B2RUP2	UN13D
B2RUS7	B2RUS7
B2RUZ4	SMIM1
B2RV77	B2RV77
B2RVA4	B2RVA4
B2RVB7	B2RVB7
B2RVI8	B2RVI8
B2RWJ3	TM240
B2RWS6	EP300
B2RWW0	TAGAP
B2RX12	MRP3
B2RX14	TUT4
B2RX88	CSPP1
B2RXA7	B2RXA7
B2RXC1	TPC11
B2RXC6	B2RXC6
B2RXE2	B2RXE2
B2RXF5	ZBT42
B2RXS4	PLXB2
B2RXV4	FLVC1
B2RXZ2	B2RXZ2
B2RY50	ODAD2
B2RY83	HPSE2
B2RYA6	B2RYA6
B2RYA8	B2RYA8
B2RYB8	B2RYB8
B2RYC8	B2RYC8
B2RYC9	B2RYC9
B2RYD2	ESRP1
B2RYD4	B2RYD4
B2RYD7	B2RYD7
B2RYD8	B2RYD8
B2RYE0	B2RYE0
B2RYE6	B2RYE6
B2RYE9	B2RYE9
B2RYG5	B2RYG5
B2RYG6	OTUB1
B2RYH5	B2RYH5
B2RYJ1	B2RYJ1
B2RYK2	B2RYK2
B2RYK5	B2RYK5
B2RYM1	B2RYM1
B2RYN2	FBX31
B2RYN3	B2RYN3
B2RYN7	SPAST
B2RYQ7	B2RYQ7
B2RYR0	RN168
B2RYS2	B2RYS2
B2RYS8	B2RYS8
B2RYT4	B2RYT4
B2RYT9	TACO1
B2RYU7	B2RYU7
B2RYV0	B2RYV0
B2RYW3	B2RYW3
B2RZ16	B2RZ16
B2RZ23	B2RZ23
B2RZ35	B2RZ35
B2RZ48	B2RZ48
B2RZ50	CDKN3
B2RZ59	SH21A
B2RZ72	B2RZ72
B2RZ74	B2RZ74
B2RZ79	B2RZ79
B2RZ98	B2RZ98
B2RZB7	B2RZB7
B2RZD2	T126B
B3DMA5	B3DMA5
B3EWF7	EP2A2
B4F765	B4F765
B4F766	DYM
B4F769	SMAL1
B4F770	B4F770
B4F774	B4F774
B4F775	B4F775
B4F7A1	LYRM7
B4F7A7	CEP57
B4F7A9	B4F7A9
B4F7B6	B4F7B6
B4F7C2	B4F7C2
B4F7E7	PALS1
B4F7F3	B4F7F3
B5BUZ1	B5BUZ1
B5DEG1	B5DEG1
B5DEG7	B5DEG7
B5DEH2	ERLN2
B5DEH7	B5DEH7
B5DEI9	B5DEI9
B5DEJ6	B5DEJ6
B5DEJ9	B5DEJ9
B5DEL2	B5DEL2
B5DEL7	B5DEL7
B5DEP7	B5DEP7
B5DEQ3	XPP3
B5DEQ4	B5DEQ4
B5DES0	B5DES0
B5DF02	B5DF02
B5DF04	B5DF04
B5DF19	B5DF19
B5DF24	B5DF24
B5DF36	B5DF36
B5DF45	TRAF6
B5DF46	B5DF46
B5DF57	B5DF57
B5DF60	B5DF60
B5DF61	B5DF61
B5DF62	B5DF62
B5DF67	B5DF67
B5DF78	B5DF78
B5DF86	B5DF86
B5DF89	CUL3
B5DFA1	TBD2A
B5DFC3	B5DFC3
B5DFD5	B5DFD5
B5DFE2	B5DFE2
B5DFE8	B5DFE8
B5DFG1	PINK1
B5DFH5	B5DFH5
B5DFI3	B5DFI3
B5DFI4	B5DFI4
B5DFI9	B5DFI9
B5DFJ4	B5DFJ4
B5DFK6	B5DFK6
B5DFL0	B5DFL0
B5DFM8	B5DFM8
B5DFN3	UQCC2
B5MEV3	S52A2
B6CZ62	TOMT
B6ID01	TM216
B6RHI6	B6RHI6
B6RK61	B6RK61
B7SZV3	B7SZV3
B7U540	KCJ18
B7ZC55	B7ZC55
B7ZMP1	XPP3
B7ZNG0	KIF7
B8JJD3	B8JJD3
B8JK39	ITA9
B9EJR8	DAAF5
B9EJV3	GRB1L
B9EKR1	PTPRZ
C0H5Y5	C0H5Y5
C0HL12	AGRB1
C0JPT7	C0JPT7
C0M4B0	C0M4B0
C3VPR6	NLRC5
C6ZII9	C6ZII9
C8YR32	LOXH1
C9JE40	PATL2
C9JR72	KBTBD
C9WPN6	IF2H
D3YTS9	PPAT
D3YVF0	AKAP5
D3YVL2	CFA70
D3YWB7	D3YWB7
