id_namespace	local_id	persistent_id	size_in_bytes	sha256	md5	filename
IDG	ff50db9c-e771-4dd1-a557-de8b868bdeed	2312e7c2-ad38-4a2f-aabf-d01b0993e925	5546	284c038a412b44f97e8b202c76a8c48b03958078acdd17eda4b5c6e895ab21b8		ff50db9c-e771-4dd1-a557-de8b868bdeed.json
IDG	e0d6a3b9-fe62-49ee-a5a2-82557dc766a9	2dd4d492-2193-490b-be45-ce23772d268e	3472	6be9ff8bc711c753a1fd0e8ad6bab9856349224b223d72be50e549373396b188		e0d6a3b9-fe62-49ee-a5a2-82557dc766a9.json
IDG	415a4e1b-1ce0-4006-9fe5-6d23233a5c6c	f751155d-0cd8-41fc-a044-85c892918964	5512	3dfa20211bfd81626dcd961a79b639e045772429ba0417d80853762f6cec63d8		415a4e1b-1ce0-4006-9fe5-6d23233a5c6c.json
IDG	ebdf4858-544f-4d61-8f6c-5162bf69b4f5	24882d01-a3ca-4c68-9bcb-5cb2ecae1a4d	5528	71dbf4ad9ce5c3bcb15537e2a525b45a371ed8e9e5276e8e66260cb4f813fa6d		ebdf4858-544f-4d61-8f6c-5162bf69b4f5.json
IDG	89112b9c-0a9d-4bfa-bdc1-1a198c807c33	c0eba455-f99e-4a86-9b94-5ae061fc9258	3474	336fc1526b0e435e456d3879c621f5705ee26bd96af519bd32f69cb25797c8dd		89112b9c-0a9d-4bfa-bdc1-1a198c807c33.json
IDG	6b589381-2163-4c16-9390-2235fc8fd71f	96fce940-0d00-4908-9ae7-bd8d14394e8c	3763	ca043e8f5df5750008936748d6ffe3f808d1d3cd79940d0a4210d6b377572dc6		6b589381-2163-4c16-9390-2235fc8fd71f.json
IDG	63b539fe-9809-4109-ad14-74d7d6dc966e	d1f4f0ba-8e87-40f1-9ad0-392a13744071	3627	4ad50c99eeea7f2fec5a841aed950d9ed91bfbaccc24069a6307dad61b9b3dd2		63b539fe-9809-4109-ad14-74d7d6dc966e.json
IDG	b82bd614-7607-4dac-a0d7-8d47908eebea	8706a574-1064-485f-aeb2-22bdc6b37edd	5522	af884ecab883513b8cd953facaa6af012769c1effcc4e9c949fe22167bf60f2b		b82bd614-7607-4dac-a0d7-8d47908eebea.json
IDG	63d5c5ca-cd7e-4df0-81b6-4fd8e6b39959	0390428a-878c-4aea-a713-66ba1cc0139f	3775	854a83dae009e9f234d7d265727204466e7a62dad251594d2fbbef0000cc74c1		63d5c5ca-cd7e-4df0-81b6-4fd8e6b39959.json
IDG	bd6035ea-13e5-4437-9ff9-f234a1a36972	c2d5f058-2d71-494b-a0f2-e125e3ca9e8a	3627	c47c3438a834205ec36eb5b830bde4c75d35a3996a74064a71804cbd32816f1a		bd6035ea-13e5-4437-9ff9-f234a1a36972.json
IDG	81c76af4-3550-4a1b-a78a-efa4b55f763a	41fcb2c9-b2b0-4a61-a3f2-39a9d628148b	3780	4c30180dd23614db1c3032778c634cad329c1ffa5451319f517c99c193236930		81c76af4-3550-4a1b-a78a-efa4b55f763a.json
IDG	89768de5-0dae-4c0a-ac88-28000f88b715	ce09165a-7f3e-4c08-9805-f7747c5646e5	5515	91bd8d7ea903b8d85959dfb5652f6a50214c929f0b37d55467e910fe4aff3db1		89768de5-0dae-4c0a-ac88-28000f88b715.json
IDG	6c03ebb4-ecf9-469b-a215-cdfa572b9652	0281911c-0b12-4799-b9f6-89cac8a96930	5535	e8db10b75d83b73326d89f417f79f0595e08c59c7b9025261b265197ed63076c		6c03ebb4-ecf9-469b-a215-cdfa572b9652.json
IDG	072286a9-8a36-4dfd-9cb4-3e18808fe4e2	0ef3f879-0197-456f-bc0a-063f2bf419fc	5528	6ec963e45f8efe371b63b66040338651beba33c4846c11f1c73e794c6762848b		072286a9-8a36-4dfd-9cb4-3e18808fe4e2.json
IDG	2db9544e-a7d1-40ad-9d88-f094325ebc18	56b7c26f-0505-42e6-9360-8255d4c6c774	3466	ca5ef3759bf762f95f68b6aa4793b4b563217b65b7605d1be265bba2dd5d0f8b		2db9544e-a7d1-40ad-9d88-f094325ebc18.json
IDG	06a7ac1c-ee6b-4e39-bfd0-05a8c299c5b2	7ff67d61-5620-49b1-afba-87b7cfd191fb	3496	069524037f1e423b225360fed9a6efa3419f66775cfee1fb7c5c52fd729458bd		06a7ac1c-ee6b-4e39-bfd0-05a8c299c5b2.json
IDG	8005e53b-456a-4d70-a7db-082b47081ef7	536d1a47-08cc-491a-a30e-06c236ffe52c	4923	41b8fa9915f5ef8ee4f93a8ecda14f2b30336be2e3e090a3846e16ff890e71be		8005e53b-456a-4d70-a7db-082b47081ef7.json
IDG	9bb66515-5a5f-40a3-9d6e-55055ca12c72	476cb000-417f-41af-8092-91f392d6deac	3472	3205e6206805e10565266ad623f442b95e7739f276146bd7615c019214b1f63b		9bb66515-5a5f-40a3-9d6e-55055ca12c72.json
IDG	ff6726f1-9b65-45b0-acf4-77c00ee6e862	d1fb9e32-a351-4656-83b8-954ca55bac24	3627	77e584efa4e6f811a19c32e0d12fd728ab2dc93236484dcaa76eb6bc8ce339c4		ff6726f1-9b65-45b0-acf4-77c00ee6e862.json
IDG	93cc2ee0-c00a-4403-a243-77c959904c60	8c09be23-eb27-4b85-811b-458049c61646	3780	557cca2b3975147cb21d611654db204be894671dc577685da557f1a30c43e559		93cc2ee0-c00a-4403-a243-77c959904c60.json
IDG	1e5c4a89-8cc5-4195-873d-34212751d3e7	c905ffa6-fd17-4eb9-909b-4b488eac8313	5545	ac6d3bdc5b1bd5b7f4d299c7b057d5ef40bdbd3ddbd182834b07404cd62f7181		1e5c4a89-8cc5-4195-873d-34212751d3e7.json
IDG	7af16bf0-994a-4356-b945-c69b66792a57	646a432a-96e2-4b8e-b650-fd1c53819e11	3620	71ac5fc6a8bc6b580bbc92dcb2d759b7f3bb8f94a23be496e2b0946847dd04dd		7af16bf0-994a-4356-b945-c69b66792a57.json
IDG	026ab5fb-12c8-4f6b-8d0f-83d08335b0c9	4437d0af-acd9-4809-8169-24d95101b88a	3496	c7ad8f8198b9589f5c3945046e4577d7a424ffacd26742d99da969a3970b1350		026ab5fb-12c8-4f6b-8d0f-83d08335b0c9.json
IDG	d33bc155-04c2-4fd7-91cd-fc4fa552d687	a817b0ca-527d-47de-b97c-ab6655a6a307	3780	98423b8825881c06f92c4e561a9646a59fa61a54f9cc822e81f5a90ed81b680c		d33bc155-04c2-4fd7-91cd-fc4fa552d687.json
IDG	a5f7dec0-282d-4b51-a366-8cd786fb2bab	a840c617-fb2e-46bb-a11f-96c58083e23f	3627	325e1dd8e9732d3ad1dc683ad74943a7a3a2d3fe6093538b7566a69c5a25cc17		a5f7dec0-282d-4b51-a366-8cd786fb2bab.json
